nama_schema,nama_tabel,nama_index,tidak_unik,urutan,nama_kolom,jenis_index
aplikasi,allow_ip_authentication,NOMOR,0,1,NOMOR,BTREE
aplikasi,allow_ip_authentication,PRIMARY,0,1,ID,BTREE
aplikasi,automaticexecute,PRIMARY,0,1,ID,BTREE
aplikasi,automaticexecute_02,PRIMARY,0,1,ID,BTREE
aplikasi,automaticexecute_03,PRIMARY,0,1,ID,BTREE
aplikasi,group_pengguna_akses_module,PRIMARY,0,1,ID,BTREE
aplikasi,info_teks,JENIS,1,1,JENIS,BTREE
aplikasi,info_teks,PRIMARY,0,1,ID,BTREE
aplikasi,info_teks,PUBLISH,1,1,PUBLISH,BTREE
aplikasi,info_teks,STATUS,1,1,STATUS,BTREE
aplikasi,instansi,PPK,0,1,PPK,BTREE
aplikasi,instansi,PRIMARY,0,1,ID,BTREE
aplikasi,integrasi,PRIMARY,0,1,ID,BTREE
aplikasi,integrasi,REF,1,1,REF,BTREE
aplikasi,modules,IDX,1,1,IDX,BTREE
aplikasi,modules,PRIMARY,0,1,ID,BTREE
aplikasi,oauth2,CLIENT_ID,1,1,CLIENT_ID,BTREE
aplikasi,oauth2,PRIMARY,0,1,ID,BTREE
aplikasi,oauth2,STATUS,1,1,STATUS,BTREE
aplikasi,oauth2_access,EXPIRED,1,1,REVOKED,BTREE
aplikasi,oauth2_access,OAUTH2_ID,1,1,OAUTH2_ID,BTREE
aplikasi,oauth2_access,PRIMARY,0,1,ID,BTREE
aplikasi,oauth2_access,TOKEN_HASH,1,1,TOKEN_HASH,BTREE
aplikasi,objek,PRIMARY,0,1,ID,BTREE
aplikasi,objek,TABEL_ENTITY_SERVICE,0,1,TABEL,BTREE
aplikasi,objek,TABEL_ENTITY_SERVICE,0,2,ENTITY,BTREE
aplikasi,objek,TABEL_ENTITY_SERVICE,0,3,SERVICE,BTREE
aplikasi,pengaturan_awal_referensi,PRIMARY,0,1,JENIS,BTREE
aplikasi,pengguna,JENIS,1,1,JENIS,BTREE
aplikasi,pengguna,LOCK_APP,1,1,LOCK_APP,BTREE
aplikasi,pengguna,LOGIN,1,1,LOGIN,BTREE
aplikasi,pengguna,MASA_AKTIF,1,1,MASA_AKTIF,BTREE
aplikasi,pengguna,NIK,1,1,NIK,BTREE
aplikasi,pengguna,NIP,1,1,NIP,BTREE
aplikasi,pengguna,PRIMARY,0,1,ID,BTREE
aplikasi,pengguna,STATUS,1,1,STATUS,BTREE
aplikasi,pengguna_akses,GROUP_PENGGUNA_AKSES_MODULE,1,1,GROUP_PENGGUNA_AKSES_MODULE,BTREE
aplikasi,pengguna_akses,PENGGUNA,1,1,PENGGUNA,BTREE
aplikasi,pengguna_akses,PRIMARY,0,1,ID,BTREE
aplikasi,pengguna_akses_ruangan,PENGGUNA,1,1,PENGGUNA,BTREE
aplikasi,pengguna_akses_ruangan,PENGGUNA_STATUS,1,1,PENGGUNA,BTREE
aplikasi,pengguna_akses_ruangan,PENGGUNA_STATUS,1,2,STATUS,BTREE
aplikasi,pengguna_akses_ruangan,PRIMARY,0,1,ID,BTREE
aplikasi,pengguna_akses_ruangan,RUANGAN,1,1,RUANGAN,BTREE
aplikasi,pengguna_akses_ruangan,STATUS,1,1,STATUS,BTREE
aplikasi,pengguna_akses_ruangan,TANGGAL,1,1,TANGGAL,BTREE
aplikasi,pengguna_log,LOKASI_AKSES,1,1,LOKASI_AKSES,BTREE
aplikasi,pengguna_log,PENGGUNA,1,1,PENGGUNA,BTREE
aplikasi,pengguna_log,PRIMARY,0,1,ID,BTREE
aplikasi,pengguna_log,TANGGAL_AKSES,1,1,TANGGAL_AKSES,BTREE
aplikasi,pengguna_log,TUJUAN_AKSES,1,1,TUJUAN_AKSES,BTREE
aplikasi,petunjuk,IDX,1,1,IDX,BTREE
aplikasi,petunjuk,LEVEL,1,1,LEVEL,BTREE
aplikasi,petunjuk,PRIMARY,0,1,ID,BTREE
aplikasi,petunjuk,STATUS,1,1,STATUS,BTREE
aplikasi,printer_list,PRIMARY,0,1,ID,BTREE
aplikasi,properti_config,JENIS,1,1,JENIS,BTREE
aplikasi,properti_config,NAMA,1,1,NAMA,BTREE
aplikasi,properti_config,PRIMARY,0,1,ID,BTREE
aplikasi,signature,PRIMARY,0,1,X_ID,BTREE
aplikasi,sinkronisasi,ID_TERAKHIR,1,1,ID_TERAKHIR,BTREE
aplikasi,sinkronisasi,PRIMARY,0,1,ID,BTREE
aplikasi,sinkronisasi,TANGGAL,1,1,TANGGAL_TERAKHIR,BTREE
berkas_klaim,berkas,PENJAMIN_JENIS_TAHUN_BULAN,0,1,PENJAMIN_ID,BTREE
berkas_klaim,berkas,PENJAMIN_JENIS_TAHUN_BULAN,0,2,JENIS,BTREE
berkas_klaim,berkas,PENJAMIN_JENIS_TAHUN_BULAN,0,3,TAHUN,BTREE
berkas_klaim,berkas,PENJAMIN_JENIS_TAHUN_BULAN,0,4,BULAN,BTREE
berkas_klaim,berkas,PRIMARY,0,1,ID,BTREE
berkas_klaim,berkas,TANGGAL_DIBUAT,1,1,TANGGAL,BTREE
berkas_klaim,berkas_detil,BERKASI_ID,1,1,BERKAS_ID,BTREE
berkas_klaim,berkas_detil,PRIMARY,0,1,ID,BTREE
berkas_klaim,berkas_detil,SEP_NO,1,1,NOMOR,BTREE
berkas_klaim,dokumen_pendukung,BERKAS,1,1,BERKAS,BTREE
berkas_klaim,dokumen_pendukung,NOSEP,1,1,NOSEP,BTREE
berkas_klaim,dokumen_pendukung,PRIMARY,0,1,ID,BTREE
berkas_klaim,kelengkapan,PRIMARY,0,1,NOPEN,BTREE
berkas_klaim,kelengkapan,STATUS,1,1,STATUS,BTREE
berkas_klaim,kelengkapan_komentar,NOPEN,1,1,NOPEN,BTREE
berkas_klaim,kelengkapan_komentar,PRIMARY,0,1,ID,BTREE
berkas_klaim,kelengkapan_komentar,REPLY_FROM,1,1,REPLY_FROM,BTREE
berkas_klaim,lab_klinik,NORM,1,1,NORM,BTREE
berkas_klaim,lab_klinik,NORM_NOSEP,0,1,NORM,BTREE
berkas_klaim,lab_klinik,NORM_NOSEP,0,2,NOSEP,BTREE
berkas_klaim,lab_klinik,NOSEP,1,1,NOSEP,BTREE
berkas_klaim,lab_klinik,PRIMARY,0,1,ID,BTREE
berkas_klaim,lab_klinik,STATUS,1,1,STATUS,BTREE
berkas_klaim,lab_klinik_detil,HASIL_LAB,1,1,HASIL_LAB,BTREE
berkas_klaim,lab_klinik_detil,LAB_KLINIK,1,1,LAB_KLINIK,BTREE
berkas_klaim,lab_klinik_detil,PRIMARY,0,1,ID,BTREE
berkas_klaim,lab_klinik_detil,STATUS,1,1,STATUS,BTREE
berkas_klaim,lab_klinik_detil,TINDAKAN_MEDIS,1,1,TINDAKAN_MEDIS,BTREE
berkas_klaim,obat_farmasi,NOSEP,1,1,NOSEP,BTREE
berkas_klaim,obat_farmasi,PENDAFTARAN,1,1,PENDAFTARAN,BTREE
berkas_klaim,obat_farmasi,PENDAFTARAN_NOSEP,0,1,PENDAFTARAN,BTREE
berkas_klaim,obat_farmasi,PENDAFTARAN_NOSEP,0,2,NOSEP,BTREE
berkas_klaim,obat_farmasi,PRIMARY,0,1,ID,BTREE
berkas_klaim,obat_farmasi,STATUS,1,1,STATUS,BTREE
berkas_klaim,obat_farmasi_detil,KUNJUNGAN,1,1,KUNJUNGAN,BTREE
berkas_klaim,obat_farmasi_detil,OBAT_FARMASI,1,1,OBAT_FARMASI,BTREE
berkas_klaim,obat_farmasi_detil,PRIMARY,0,1,ID,BTREE
berkas_klaim,obat_farmasi_detil,STATUS,1,1,STATUS,BTREE
berkas_klaim,obat_farmasi_detil,UNIQUE_KUNJUNGAN,0,1,KUNJUNGAN,BTREE
berkas_klaim,patologi_anatomi,NORM,1,1,NORM,BTREE
berkas_klaim,patologi_anatomi,NORM_NOSEP,0,1,NORM,BTREE
berkas_klaim,patologi_anatomi,NORM_NOSEP,0,2,NOSEP,BTREE
berkas_klaim,patologi_anatomi,NOSEP,1,1,NOSEP,BTREE
berkas_klaim,patologi_anatomi,PRIMARY,0,1,ID,BTREE
berkas_klaim,patologi_anatomi,STATUS,1,1,STATUS,BTREE
berkas_klaim,patologi_anatomi_detil,HASIL_PA,1,1,HASIL_PA,BTREE
berkas_klaim,patologi_anatomi_detil,PATOLOGI_ANATOMI,1,1,PATOLOGI_ANATOMI,BTREE
berkas_klaim,patologi_anatomi_detil,PRIMARY,0,1,ID,BTREE
berkas_klaim,patologi_anatomi_detil,STATUS,1,1,STATUS,BTREE
berkas_klaim,radiologi,NORM,1,1,NORM,BTREE
berkas_klaim,radiologi,NORM_NOSEP,0,1,NORM,BTREE
berkas_klaim,radiologi,NORM_NOSEP,0,2,NOSEP,BTREE
berkas_klaim,radiologi,NOSEP,1,1,NOSEP,BTREE
berkas_klaim,radiologi,PRIMARY,0,1,ID,BTREE
berkas_klaim,radiologi,STATUS,1,1,STATUS,BTREE
berkas_klaim,radiologi_detil,HASIL_RAD,1,1,HASIL_RAD,BTREE
berkas_klaim,radiologi_detil,PRIMARY,0,1,ID,BTREE
berkas_klaim,radiologi_detil,RADIOLOGI,1,1,RADIOLOGI,BTREE
berkas_klaim,radiologi_detil,STATUS,1,1,STATUS,BTREE
berkas_klaim,temp_daftar_dokumen,NOPEN,1,1,NOPEN,BTREE
bpjs,dpjp,PRIMARY,0,1,kode,BTREE
bpjs,jenis_referensi,PRIMARY,0,1,id,BTREE
bpjs,kamar,PRIMARY,0,1,kodekelas,BTREE
bpjs,klaim,jenisPelayanan,1,1,jenisPelayanan,BTREE
bpjs,klaim,peserta_noKartu,1,1,peserta_noKartu,BTREE
bpjs,klaim,PRIMARY,0,1,noSEP,BTREE
bpjs,klaim,status_id,1,1,status_id,BTREE
bpjs,klaim,tglPulang,1,1,tglPulang,BTREE
bpjs,klaim,tglSep,1,1,tglSep,BTREE
bpjs,kunjungan,noSuratSKDP,1,1,noSuratSKDP,BTREE
bpjs,kunjungan,noTrans,1,1,noTrans,BTREE
bpjs,kunjungan,PRIMARY,0,1,noKartu,BTREE
bpjs,kunjungan,PRIMARY,0,2,noSEP,BTREE
bpjs,kunjungan,tglSEP,1,1,tglSEP,BTREE
bpjs,lpk,PRIMARY,0,1,noSep,BTREE
bpjs,map_kelas,kelas_kelas_rs,0,1,kelas,BTREE
bpjs,map_kelas,kelas_kelas_rs,0,2,kelas_rs,BTREE
bpjs,map_kelas,PRIMARY,0,1,id,BTREE
bpjs,map_kelas,status,1,1,status,BTREE
bpjs,monitoring_rencana_kontrol,noKartu,1,1,noKartu,BTREE
bpjs,monitoring_rencana_kontrol,noSepAsalKontrol,1,1,noSepAsalKontrol,BTREE
bpjs,monitoring_rencana_kontrol,PRIMARY,0,1,noSuratKontrol,BTREE
bpjs,monitoring_rencana_kontrol,tglRencanaKontrol,1,1,tglRencanaKontrol,BTREE
bpjs,monitoring_rencana_kontrol,tglSEP,1,1,tglSEP,BTREE
bpjs,monitoring_rencana_kontrol,tglTerbitKontrol,1,1,tglTerbitKontrol,BTREE
bpjs,pengajuan,noKartu,1,1,noKartu,BTREE
bpjs,pengajuan,PRIMARY,0,1,noKartu,BTREE
bpjs,pengajuan,PRIMARY,0,2,tglSep,BTREE
bpjs,pengajuan,PRIMARY,0,3,jnsPelayanan,BTREE
bpjs,peserta,nik,1,1,nik,BTREE
bpjs,peserta,norm,1,1,norm,BTREE
bpjs,peserta,PRIMARY,0,1,noKartu,BTREE
bpjs,poli,PRIMARY,0,1,kode,BTREE
bpjs,ppk,PRIMARY,0,1,kode,BTREE
bpjs,prb,noKartu,1,1,noKartu,BTREE
bpjs,prb,PRIMARY,0,1,noSRB,BTREE
bpjs,referensi,jenis_referensi_id_kode,0,1,jenis_referensi_id,BTREE
bpjs,referensi,jenis_referensi_id_kode,0,2,kode,BTREE
bpjs,referensi,PRIMARY,0,1,id,BTREE
bpjs,rencana_kontrol,jnsKontrol,1,1,jnsKontrol,BTREE
bpjs,rencana_kontrol,noSEP,1,1,nomor,BTREE
bpjs,rencana_kontrol,PRIMARY,0,1,noSurat,BTREE
bpjs,rujukan,noSep,1,1,noSep,BTREE
bpjs,rujukan,PRIMARY,0,1,noRujukan,BTREE
bpjs,rujukan,tglRujukan,1,1,tglRujukan,BTREE
bpjs,rujukan_khusus,PRIMARY,0,1,noRujukan,BTREE
bpjs,rujukan_masuk,noKartu,1,1,noKartu,BTREE
bpjs,rujukan_masuk,PRIMARY,0,1,noKunjungan,BTREE
bpjs,rujukan_masuk,tglKunjungan,1,1,tglKunjungan,BTREE
bpjs,tempat_tidur,hapus_ruang,1,1,hapus_ruang,BTREE
bpjs,tempat_tidur,kirim,1,1,kirim,BTREE
bpjs,tempat_tidur,kodekelas_koderuang,0,1,kodekelas,BTREE
bpjs,tempat_tidur,kodekelas_koderuang,0,2,koderuang,BTREE
bpjs,tempat_tidur,PRIMARY,0,1,id,BTREE
bpjs,tempat_tidur,ruang_baru,1,1,ruang_baru,BTREE
bpjs-smartclaim,composition_id,pendaftaran_nomor_ref_id,0,1,ref_id,BTREE
bpjs-smartclaim,composition_id,pendaftaran_nomor_ref_id,0,2,type_code,BTREE
bpjs-smartclaim,composition_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,condition_id,diagnosa_id,0,1,ref_id,BTREE
bpjs-smartclaim,condition_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,diagnostic_report_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,diagnostic_report_id,ref_id_category_code,0,1,ref_id,BTREE
bpjs-smartclaim,diagnostic_report_id,ref_id_category_code,0,2,category_code,BTREE
bpjs-smartclaim,encounter_id,pendaftaran_nomor,0,1,ref_id,BTREE
bpjs-smartclaim,encounter_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,klaim,bulan,1,1,bulan,BTREE
bpjs-smartclaim,klaim,jenis_pelayanan_id,1,1,jenis_pelayanan_id,BTREE
bpjs-smartclaim,klaim,nomor_sep,0,1,no_sep,BTREE
bpjs-smartclaim,klaim,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,klaim,status,1,1,status,BTREE
bpjs-smartclaim,klaim,tahun,1,1,tahun,BTREE
bpjs-smartclaim,medication_request_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,medication_request_id,ref_id,1,1,ref_id,BTREE
bpjs-smartclaim,observation_id,category_code_ref_id,0,1,category_code,BTREE
bpjs-smartclaim,observation_id,category_code_ref_id,0,2,ref_id,BTREE
bpjs-smartclaim,observation_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,organization_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,organization_id,ruangan_id,0,1,ref_id,BTREE
bpjs-smartclaim,patient_id,norm,0,1,ref_id,BTREE
bpjs-smartclaim,patient_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,practitioner_id,pegawai_id,0,1,ref_id,BTREE
bpjs-smartclaim,practitioner_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,procedure_id,PRIMARY,0,1,id,BTREE
bpjs-smartclaim,procedure_id,prosedur_id,0,1,ref_id,BTREE
cetakan,karcis_pasien,JENIS,1,1,JENIS,BTREE
cetakan,karcis_pasien,NOPEN,1,1,NOPEN,BTREE
cetakan,karcis_pasien,PRIMARY,0,1,ID,BTREE
cetakan,karcis_pasien,TANGGAL,1,1,TANGGAL,BTREE
cetakan,kartu_pasien,JENIS,1,1,JENIS,BTREE
cetakan,kartu_pasien,NORM,1,1,NORM,BTREE
cetakan,kartu_pasien,PRIMARY,0,1,ID,BTREE
cetakan,kartu_pasien,TANGGAL,1,1,TANGGAL,BTREE
cetakan,kwitansi_pembayaran,JENIS_LAYANAN_ID,1,1,JENIS_LAYANAN_ID,BTREE
cetakan,kwitansi_pembayaran,NOMOR,0,1,NOMOR,BTREE
cetakan,kwitansi_pembayaran,PRIMARY,0,1,ID,BTREE
cetakan,kwitansi_pembayaran,STATUS,1,1,STATUS,BTREE
cetakan,kwitansi_pembayaran,TAGIHAN_TANGGAL,0,1,TAGIHAN,BTREE
cetakan,kwitansi_pembayaran,TAGIHAN_TANGGAL,0,2,TANGGAL,BTREE
cetakan,kwitansi_pembayaran,TUNAI,1,1,TUNAI,BTREE
document-storage,document,DOCUMENT_DIRECTORY_ID,1,1,DOCUMENT_DIRECTORY_ID,BTREE
document-storage,document,PRIMARY,0,1,ID,BTREE
document-storage,document,REFERENCE_ID,1,1,REFERENCE_ID,BTREE
document-storage,document_directory,PRIMARY,0,1,ID,BTREE
dukcapil,keluarga,PRIMARY,0,1,NO_KK,BTREE
dukcapil,penduduk,NO_KK,1,1,NO_KK,BTREE
dukcapil,penduduk,PRIMARY,0,1,NIK,BTREE
gambar,photo_pasien,PRIMARY,0,1,NORM,BTREE
gambar,photo_pegawai,PRIMARY,0,1,NIP,BTREE
generator,id_bridge_log,PRIMARY,0,1,TANGGAL,BTREE
generator,id_bridge_log,PRIMARY,0,2,NOMOR,BTREE
generator,id_farmasi,PRIMARY,0,1,TANGGAL,BTREE
generator,id_farmasi,PRIMARY,0,2,NOMOR,BTREE
generator,id_hasil_evaluasi_sst,PRIMARY,0,1,TANGGAL,BTREE
generator,id_hasil_evaluasi_sst,PRIMARY,0,2,NOMOR,BTREE
generator,id_hasil_lab,PRIMARY,0,1,TANGGAL,BTREE
generator,id_hasil_lab,PRIMARY,0,2,NOMOR,BTREE
generator,id_karcis,PRIMARY,0,1,TANGGAL,BTREE
generator,id_karcis,PRIMARY,0,2,NOMOR,BTREE
generator,id_kartu,PRIMARY,0,1,TANGGAL,BTREE
generator,id_kartu,PRIMARY,0,2,NOMOR,BTREE
generator,id_keluarga_pasien,PRIMARY,0,1,SHDK,BTREE
generator,id_keluarga_pasien,PRIMARY,0,2,NORM,BTREE
generator,id_keluarga_pasien,PRIMARY,0,3,JENIS_KELAMIN,BTREE
generator,id_keluarga_pasien,PRIMARY,0,4,ID,BTREE
generator,id_o2,PRIMARY,0,1,TANGGAL,BTREE
generator,id_o2,PRIMARY,0,2,NOMOR,BTREE
generator,id_parameter_tindakan_lab,PRIMARY,0,1,TINDAKAN,BTREE
generator,id_parameter_tindakan_lab,PRIMARY,0,2,NOMOR,BTREE
generator,id_pengguna_akses_log,PRIMARY,0,1,ID,BTREE
generator,id_pengguna_akses_log,TANGGAL,1,1,TANGGAL,BTREE
generator,id_pengguna_akses_log,TANGGAL_NOMOR,0,1,TANGGAL,BTREE
generator,id_pengguna_akses_log,TANGGAL_NOMOR,0,2,NOMOR,BTREE
generator,id_retur_farmasi,PRIMARY,0,1,TANGGAL,BTREE
generator,id_retur_farmasi,PRIMARY,0,2,NOMOR,BTREE
generator,id_tindakan_medis,PRIMARY,0,1,TANGGAL,BTREE
generator,id_tindakan_medis,PRIMARY,0,2,NOMOR,BTREE
generator,id_waktu_pelayanan_kpo,PRIMARY,0,1,TANGGAL,BTREE
generator,id_waktu_pelayanan_kpo,PRIMARY,0,2,NOMOR,BTREE
generator,kode_kejadian,PRIMARY,0,1,TANGGAL,BTREE
generator,kode_kejadian,PRIMARY,0,2,NOMOR,BTREE
generator,no_antrian,PRIMARY,0,1,TANGGAL,BTREE
generator,no_antrian,PRIMARY,0,2,NOMOR,BTREE
generator,no_antrian_ruangan,PRIMARY,0,1,RUANGAN,BTREE
generator,no_antrian_ruangan,PRIMARY,0,2,TANGGAL,BTREE
generator,no_antrian_ruangan,PRIMARY,0,3,NOMOR,BTREE
generator,no_farmasi_kpo,PRIMARY,0,1,RUANGAN,BTREE
generator,no_farmasi_kpo,PRIMARY,0,2,TANGGAL,BTREE
generator,no_farmasi_kpo,PRIMARY,0,3,NOMOR,BTREE
generator,no_formulir_antimikroba_approve,PRIMARY,0,1,FORMULIR,BTREE
generator,no_formulir_antimikroba_approve,PRIMARY,0,2,NOMOR,BTREE
generator,no_iterasi_obat,PRIMARY,0,1,KUNJUNGAN,BTREE
generator,no_iterasi_obat,PRIMARY,0,2,TANGGAL,BTREE
generator,no_iterasi_obat,PRIMARY,0,3,NOMOR,BTREE
generator,no_kejadian,PRIMARY,0,1,TAHUN,BTREE
generator,no_kejadian,PRIMARY,0,2,BULAN,BTREE
generator,no_kejadian,PRIMARY,0,3,NOMOR,BTREE
generator,no_konsul,PRIMARY,0,1,RUANGAN,BTREE
generator,no_konsul,PRIMARY,0,2,TANGGAL,BTREE
generator,no_konsul,PRIMARY,0,3,NOMOR,BTREE
generator,no_kontrol,PRIMARY,0,1,TAHUN,BTREE
generator,no_kontrol,PRIMARY,0,2,NOMOR,BTREE
generator,no_kuitansi,PRIMARY,0,1,ID,BTREE
generator,no_kuitansi,TANGGAL,1,1,TANGGAL,BTREE
generator,no_kuitansi,TANGGAL_NOMOR,0,1,TANGGAL,BTREE
generator,no_kuitansi,TANGGAL_NOMOR,0,2,URUT,BTREE
generator,no_kunjungan,PRIMARY,0,1,RUANGAN,BTREE
generator,no_kunjungan,PRIMARY,0,2,TANGGAL,BTREE
generator,no_kunjungan,PRIMARY,0,3,NOMOR,BTREE
generator,no_material_request,PRIMARY,0,1,TANGGAL,BTREE
generator,no_material_request,PRIMARY,0,2,NOMOR,BTREE
generator,no_mutasi,PRIMARY,0,1,RUANGAN,BTREE
generator,no_mutasi,PRIMARY,0,2,TANGGAL,BTREE
generator,no_mutasi,PRIMARY,0,3,NOMOR,BTREE
generator,no_order_lab,PRIMARY,0,1,RUANGAN,BTREE
generator,no_order_lab,PRIMARY,0,2,TANGGAL,BTREE
generator,no_order_lab,PRIMARY,0,3,NOMOR,BTREE
generator,no_order_rad,PRIMARY,0,1,RUANGAN,BTREE
generator,no_order_rad,PRIMARY,0,2,TANGGAL,BTREE
generator,no_order_rad,PRIMARY,0,3,NOMOR,BTREE
generator,no_order_resep,PRIMARY,0,1,RUANGAN,BTREE
generator,no_order_resep,PRIMARY,0,2,TANGGAL,BTREE
generator,no_order_resep,PRIMARY,0,3,NOMOR,BTREE
generator,no_pembayaran,PRIMARY,0,1,ID,BTREE
generator,no_pembayaran,TANGGAL,1,1,TANGGAL,BTREE
generator,no_pembayaran,TANGGAL_NOMOR,0,1,TANGGAL,BTREE
generator,no_pembayaran,TANGGAL_NOMOR,0,2,NOMOR,BTREE
generator,no_penawaran_harga,PRIMARY,0,1,TANGGAL,BTREE
generator,no_penawaran_harga,PRIMARY,0,2,NOMOR,BTREE
generator,no_pendaftaran,PRIMARY,0,1,TANGGAL,BTREE
generator,no_pendaftaran,PRIMARY,0,2,NOMOR,BTREE
generator,no_penerimaan,PRIMARY,0,1,RUANGAN,BTREE
generator,no_penerimaan,PRIMARY,0,2,TANGGAL,BTREE
generator,no_penerimaan,PRIMARY,0,3,NOMOR,BTREE
generator,no_pengiriman,PRIMARY,0,1,RUANGAN,BTREE
generator,no_pengiriman,PRIMARY,0,2,TANGGAL,BTREE
generator,no_pengiriman,PRIMARY,0,3,NOMOR,BTREE
generator,no_permintaan,PRIMARY,0,1,RUANGAN,BTREE
generator,no_permintaan,PRIMARY,0,2,TANGGAL,BTREE
generator,no_permintaan,PRIMARY,0,3,NOMOR,BTREE
generator,no_permintaan_darah,PRIMARY,0,1,RUANGAN,BTREE
generator,no_permintaan_darah,PRIMARY,0,2,TANGGAL,BTREE
generator,no_permintaan_darah,PRIMARY,0,3,NOMOR,BTREE
generator,no_protokol_pengobatan,PRIMARY,0,1,KUNJUNGAN,BTREE
generator,no_protokol_pengobatan,PRIMARY,0,2,TANGGAL,BTREE
generator,no_protokol_pengobatan,PRIMARY,0,3,NOMOR,BTREE
generator,no_protokol_pengobatan_detail,PRIMARY,0,1,PROTOKOL,BTREE
generator,no_protokol_pengobatan_detail,PRIMARY,0,2,SIKLUS,BTREE
generator,no_protokol_pengobatan_detail,PRIMARY,0,3,NOMOR,BTREE
generator,no_purchase_order,PRIMARY,0,1,NOMOR,BTREE
generator,no_purchase_order,PRIMARY,0,2,TANGGAL,BTREE
generator,no_resep_terlayani_kpo,PRIMARY,0,1,RUANGAN,BTREE
generator,no_resep_terlayani_kpo,PRIMARY,0,2,TANGGAL,BTREE
generator,no_resep_terlayani_kpo,PRIMARY,0,3,NOMOR,BTREE
generator,no_rujukan,PRIMARY,0,1,TANGGAL,BTREE
generator,no_rujukan,PRIMARY,0,2,NOMOR,BTREE
generator,no_spri,PRIMARY,0,1,ID,BTREE
generator,no_spri,TAHUN,1,1,TAHUN,BTREE
generator,no_spri,TAHUN_URUT,0,1,TAHUN,BTREE
generator,no_spri,TAHUN_URUT,0,2,URUT,BTREE
generator,no_surat_kelahiran,PRIMARY,0,1,ID,BTREE
generator,no_surat_kelahiran,TAHUN,1,1,TAHUN,BTREE
generator,no_surat_kelahiran,TAHUN_URUT,0,1,TAHUN,BTREE
generator,no_surat_kelahiran,TAHUN_URUT,0,2,URUT,BTREE
generator,no_surat_opname,PRIMARY,0,1,ID,BTREE
generator,no_surat_opname,TAHUN,1,1,TAHUN,BTREE
generator,no_surat_opname,TAHUN_URUT,0,1,TAHUN,BTREE
generator,no_surat_opname,TAHUN_URUT,0,2,URUT,BTREE
generator,no_surat_penawaran_harga,PRIMARY,0,1,NOMOR,BTREE
generator,no_surat_penawaran_harga,PRIMARY,0,2,TANGGAL,BTREE
generator,no_surat_sakit,PRIMARY,0,1,ID,BTREE
generator,no_surat_sakit,TAHUN,1,1,TAHUN,BTREE
generator,no_surat_sakit,TAHUN_URUT,0,1,TAHUN,BTREE
generator,no_surat_sakit,TAHUN_URUT,0,2,URUT,BTREE
generator,no_surat_sehat,PRIMARY,0,1,ID,BTREE
generator,no_surat_sehat,TAHUN,1,1,TAHUN,BTREE
generator,no_surat_sehat,TAHUN_URUT,0,1,TAHUN,BTREE
generator,no_surat_sehat,TAHUN_URUT,0,2,URUT,BTREE
generator,no_tagihan,PRIMARY,0,1,TANGGAL,BTREE
generator,no_tagihan,PRIMARY,0,2,NOMOR,BTREE
inacbg,dokumen_pendukung,document_id,1,1,document_id,BTREE
inacbg,dokumen_pendukung,nopen_file_class,1,1,no_klaim,BTREE
inacbg,dokumen_pendukung,nopen_file_class,1,2,file_class,BTREE
inacbg,dokumen_pendukung,PRIMARY,0,1,id,BTREE
inacbg,dokumen_pendukung,status,1,1,status,BTREE
inacbg,grouping,PRIMARY,0,1,NOPEN,BTREE
inacbg,hasil_grouping,CODECBG,1,1,CODECBG,BTREE
inacbg,hasil_grouping,NOSEP,1,1,NOSEP,BTREE
inacbg,hasil_grouping,PRIMARY,0,1,NOPEN,BTREE
inacbg,hasil_grouping,TAGIHAN_ID,1,1,TAGIHAN_ID,BTREE
inacbg,icd_ina_grouper,description,1,1,description,BTREE
inacbg,icd_ina_grouper,PRIMARY,0,1,code,BTREE
inacbg,inacbg,JENIS_KODE_VERSION,0,1,JENIS,BTREE
inacbg,inacbg,JENIS_KODE_VERSION,0,2,KODE,BTREE
inacbg,inacbg,JENIS_KODE_VERSION,0,3,VERSION,BTREE
inacbg,inacbg,PRIMARY,0,1,ID,BTREE
inacbg,jenis_inacbg,PRIMARY,0,1,ID,BTREE
inacbg,jenis_map,PRIMARY,0,1,ID,BTREE
inacbg,klaim_status,PRIMARY,0,1,NOPEN,BTREE
inacbg,klaim_status,SET_ENCOUNTER_RME,1,1,SET_ENCOUNTER_RME,BTREE
inacbg,komentar,NOPEN,1,1,NOPEN,BTREE
inacbg,komentar,PRIMARY,0,1,ID,BTREE
inacbg,komentar,REPLY_FROM,1,1,REPLY_FROM,BTREE
inacbg,list_procedure,JENIS,1,1,JENIS,BTREE
inacbg,list_procedure,PRIMARY,0,1,ID,BTREE
inacbg,logs,METHOD,1,1,METHOD,BTREE
inacbg,logs,NOMOR_SEP,1,1,NOMOR_SEP,BTREE
inacbg,logs,PRIMARY,0,1,ID,BTREE
