nama_schema,nama_tabel,jenis_tabel,mesin
simgos,prescription_frequency_rules,"BASE TABLE",InnoDB
simgos,prescription_fulfillment_items,"BASE TABLE",InnoDB
simgos,prescription_fulfillments,"BASE TABLE",InnoDB
simgos,prescription_initial_reviews,"BASE TABLE",InnoDB
simgos,prescription_items,"BASE TABLE",InnoDB
simgos,prescription_origin_unit_restrictions,"BASE TABLE",InnoDB
simgos,prescriptions,"BASE TABLE",InnoDB
simgos,pressure_ulcer_risk_assessments,"BASE TABLE",InnoDB
simgos,procedure_consent_information,"BASE TABLE",InnoDB
simgos,procedure_consent_information_givers,"BASE TABLE",InnoDB
simgos,procedure_consent_information_items,"BASE TABLE",InnoDB
simgos,procedure_consent_information_receivers,"BASE TABLE",InnoDB
simgos,procedure_consent_patient_acknowledgements,"BASE TABLE",InnoDB
simgos,procedure_surgeries,"BASE TABLE",InnoDB
simgos,procedures,"BASE TABLE",InnoDB
simgos,prognosas,"BASE TABLE",InnoDB
simgos,provider_services,"BASE TABLE",InnoDB
simgos,quantity_restrictions,"BASE TABLE",InnoDB
simgos,queue_calls,"BASE TABLE",InnoDB
simgos,radiology_claim_items,"BASE TABLE",InnoDB
simgos,radiology_claims,"BASE TABLE",InnoDB
simgos,radiology_order_items,"BASE TABLE",InnoDB
simgos,radiology_orders,"BASE TABLE",InnoDB
simgos,radiology_result_summaries,"BASE TABLE",InnoDB
simgos,radiology_result_summary_items,"BASE TABLE",InnoDB
simgos,radiology_results,"BASE TABLE",InnoDB
simgos,radiology_rooms,"BASE TABLE",InnoDB
simgos,radiology_viewer_logs,"BASE TABLE",InnoDB
simgos,raven_test_examinations,"BASE TABLE",InnoDB
simgos,receiving_items,"BASE TABLE",InnoDB
simgos,receiving_records,"BASE TABLE",InnoDB
simgos,record_file_loans,"BASE TABLE",InnoDB
simgos,reference_audits,"BASE TABLE",InnoDB
simgos,reference_entries,"BASE TABLE",InnoDB
simgos,reference_maps,"BASE TABLE",InnoDB
simgos,reference_types,"BASE TABLE",InnoDB
simgos,referral_codes,"BASE TABLE",InnoDB
simgos,referral_letters,"BASE TABLE",InnoDB
simgos,referrals,"BASE TABLE",InnoDB
simgos,region_types,"BASE TABLE",InnoDB
simgos,registration_functions,"BASE TABLE",InnoDB
simgos,registration_histories,"BASE TABLE",InnoDB
simgos,registration_invoices,"BASE TABLE",InnoDB
simgos,registrations,"BASE TABLE",InnoDB
simgos,rehabilitation_procedure_examination_items,"BASE TABLE",InnoDB
simgos,rehabilitation_procedure_examinations,"BASE TABLE",InnoDB
simgos,rencana_kontrols,"BASE TABLE",InnoDB
simgos,report_type_items,"BASE TABLE",InnoDB
simgos,report_types,"BASE TABLE",InnoDB
simgos,reservations,"BASE TABLE",InnoDB
simgos,resume_medis,"BASE TABLE",InnoDB
simgos,return_cancellations,"BASE TABLE",InnoDB
simgos,risk_factors,"BASE TABLE",InnoDB
simgos,role_has_permissions,"BASE TABLE",InnoDB
simgos,roles,"BASE TABLE",InnoDB
simgos,room_class_reference_groups,"BASE TABLE",InnoDB
simgos,room_classes,"BASE TABLE",InnoDB
simgos,rooms,"BASE TABLE",InnoDB
simgos,rs_online_submissions,"BASE TABLE",InnoDB
simgos,rujukan_antar_rs,"BASE TABLE",InnoDB
simgos,rujukan_khusus,"BASE TABLE",InnoDB
simgos,rujukans,"BASE TABLE",InnoDB
simgos,sale_items,"BASE TABLE",InnoDB
simgos,sale_returns,"BASE TABLE",InnoDB
simgos,sales,"BASE TABLE",InnoDB
simgos,sales_taxes,"BASE TABLE",InnoDB
simgos,satu_sehat_staging_submissions,"BASE TABLE",InnoDB
simgos,scanned_documents,"BASE TABLE",InnoDB
simgos,sep_pengajuans,"BASE TABLE",InnoDB
simgos,sep_reconciliation_attempts,"BASE TABLE",InnoDB
simgos,seps,"BASE TABLE",InnoDB
simgos,service_handovers,"BASE TABLE",InnoDB
simgos,service_tariff_distributions,"BASE TABLE",InnoDB
simgos,service_tariffs,"BASE TABLE",InnoDB
simgos,service_types,"BASE TABLE",InnoDB
simgos,services,"BASE TABLE",InnoDB
simgos,shipment_items,"BASE TABLE",InnoDB
simgos,shipments,"BASE TABLE",InnoDB
simgos,sick_leave_certificates,"BASE TABLE",InnoDB
simgos,sirs_online_bor_tempat_tidurs,"BASE TABLE",InnoDB
simgos,skin_prick_test_examinations,"BASE TABLE",InnoDB
simgos,skrinnings,"BASE TABLE",InnoDB
simgos,smart_claim_id_mappings,"BASE TABLE",InnoDB
simgos,social_conditions,"BASE TABLE",InnoDB
simgos,spesialistik_submissions,"BASE TABLE",InnoDB
simgos,spris,"BASE TABLE",InnoDB
simgos,staff_members,"BASE TABLE",InnoDB
simgos,staff_ward_assignments,"BASE TABLE",InnoDB
simgos,stock_opname_items,"BASE TABLE",InnoDB
simgos,stock_opnames,"BASE TABLE",InnoDB
simgos,stock_request_items,"BASE TABLE",InnoDB
simgos,stock_requests,"BASE TABLE",InnoDB
simgos,suppliers,"BASE TABLE",InnoDB
simgos,supporting_documents,"BASE TABLE",InnoDB
simgos,surgeries,"BASE TABLE",InnoDB
simgos,surgery_performers,"BASE TABLE",InnoDB
simgos,surgical_procedure_histories,"BASE TABLE",InnoDB
simgos,surgical_safety_evaluation_results,"BASE TABLE",InnoDB
simgos,system_license_audit_logs,"BASE TABLE",InnoDB
simgos,system_license_watermarks,"BASE TABLE",InnoDB
simgos,system_licenses,"BASE TABLE",InnoDB
simgos,tb_disease_histories,"BASE TABLE",InnoDB
simgos,thigh_examinations,"BASE TABLE",InnoDB
simgos,throat_examinations,"BASE TABLE",InnoDB
simgos,tindakans,"BASE TABLE",InnoDB
simgos,toe_examinations,"BASE TABLE",InnoDB
simgos,toenail_examinations,"BASE TABLE",InnoDB
simgos,tongue_examinations,"BASE TABLE",InnoDB
simgos,tonsil_examinations,"BASE TABLE",InnoDB
simgos,transcranial_doppler_examinations,"BASE TABLE",InnoDB
simgos,transcranial_doppler_windows,"BASE TABLE",InnoDB
simgos,transfer_medication_reconciliation_items,"BASE TABLE",InnoDB
simgos,transfer_medication_reconciliations,"BASE TABLE",InnoDB
simgos,treatment_histories,"BASE TABLE",InnoDB
simgos,treatment_protocol_step_drugs,"BASE TABLE",InnoDB
simgos,treatment_protocol_steps,"BASE TABLE",InnoDB
simgos,treatment_protocols,"BASE TABLE",InnoDB
simgos,triages,"BASE TABLE",InnoDB
simgos,tumor_assessments,"BASE TABLE",InnoDB
simgos,ultrasound_guided_procedures,"BASE TABLE",InnoDB
simgos,unit_of_measures,"BASE TABLE",InnoDB
simgos,upper_arm_examinations,"BASE TABLE",InnoDB
simgos,upper_gi_tract_examinations,"BASE TABLE",InnoDB
simgos,users,"BASE TABLE",InnoDB
simgos,video_attachments,"BASE TABLE",InnoDB
simgos,visit_cancellations,"BASE TABLE",InnoDB
simgos,visit_date_changes,"BASE TABLE",InnoDB
simgos,visits,"BASE TABLE",InnoDB
simgos,vital_signs,"BASE TABLE",InnoDB
simgos,ward_class_assignments,"BASE TABLE",InnoDB
simgos,ward_item_stocks,"BASE TABLE",InnoDB
simgos,ward_queues,"BASE TABLE",InnoDB
simgos,ward_services,"BASE TABLE",InnoDB
simgos,ward_stock_transactions,"BASE TABLE",InnoDB
simgos,ward_tariffs,"BASE TABLE",InnoDB
simgos,ward_transfer_routes,"BASE TABLE",InnoDB
simgos,ward_types,"BASE TABLE",InnoDB
simgos,ward_visit_types,"BASE TABLE",InnoDB
simgos,wards,"BASE TABLE",InnoDB
temp,temp,"BASE TABLE",InnoDB
tte,logs,"BASE TABLE",InnoDB
tte,sign,"BASE TABLE",InnoDB
