nama_schema,nama_tabel,jenis_tabel,mesin
aplikasi,allow_ip_authentication,"BASE TABLE",InnoDB
aplikasi,automaticexecute,"BASE TABLE",InnoDB
aplikasi,automaticexecute_02,"BASE TABLE",InnoDB
aplikasi,automaticexecute_03,"BASE TABLE",InnoDB
aplikasi,group_pengguna_akses_module,"BASE TABLE",InnoDB
aplikasi,info_teks,"BASE TABLE",InnoDB
aplikasi,instansi,"BASE TABLE",InnoDB
aplikasi,integrasi,"BASE TABLE",InnoDB
aplikasi,modules,"BASE TABLE",InnoDB
aplikasi,oauth2,"BASE TABLE",InnoDB
aplikasi,oauth2_access,"BASE TABLE",InnoDB
aplikasi,objek,"BASE TABLE",InnoDB
aplikasi,pengaturan_awal_referensi,"BASE TABLE",InnoDB
aplikasi,pengguna,"BASE TABLE",InnoDB
aplikasi,pengguna_akses,"BASE TABLE",InnoDB
aplikasi,pengguna_akses_ruangan,"BASE TABLE",InnoDB
aplikasi,pengguna_log,"BASE TABLE",InnoDB
aplikasi,petunjuk,"BASE TABLE",InnoDB
aplikasi,printer_list,"BASE TABLE",InnoDB
aplikasi,properti_config,"BASE TABLE",InnoDB
aplikasi,signature,"BASE TABLE",InnoDB
aplikasi,sinkronisasi,"BASE TABLE",InnoDB
berkas_klaim,berkas,"BASE TABLE",InnoDB
berkas_klaim,berkas_detil,"BASE TABLE",InnoDB
berkas_klaim,dokumen_pendukung,"BASE TABLE",InnoDB
berkas_klaim,kelengkapan,"BASE TABLE",InnoDB
berkas_klaim,kelengkapan_komentar,"BASE TABLE",InnoDB
berkas_klaim,lab_klinik,"BASE TABLE",InnoDB
berkas_klaim,lab_klinik_detil,"BASE TABLE",InnoDB
berkas_klaim,obat_farmasi,"BASE TABLE",InnoDB
berkas_klaim,obat_farmasi_detil,"BASE TABLE",InnoDB
berkas_klaim,patologi_anatomi,"BASE TABLE",InnoDB
berkas_klaim,patologi_anatomi_detil,"BASE TABLE",InnoDB
berkas_klaim,radiologi,"BASE TABLE",InnoDB
berkas_klaim,radiologi_detil,"BASE TABLE",InnoDB
berkas_klaim,temp_daftar_dokumen,"BASE TABLE",InnoDB
bpjs,dpjp,"BASE TABLE",InnoDB
bpjs,jenis_referensi,"BASE TABLE",InnoDB
bpjs,kamar,"BASE TABLE",InnoDB
bpjs,klaim,"BASE TABLE",InnoDB
bpjs,kunjungan,"BASE TABLE",InnoDB
bpjs,lpk,"BASE TABLE",InnoDB
bpjs,map_kelas,"BASE TABLE",InnoDB
bpjs,monitoring_rencana_kontrol,"BASE TABLE",InnoDB
bpjs,pengajuan,"BASE TABLE",InnoDB
bpjs,peserta,"BASE TABLE",InnoDB
bpjs,poli,"BASE TABLE",InnoDB
bpjs,ppk,"BASE TABLE",InnoDB
bpjs,prb,"BASE TABLE",InnoDB
bpjs,referensi,"BASE TABLE",InnoDB
bpjs,rencana_kontrol,"BASE TABLE",InnoDB
bpjs,rujukan,"BASE TABLE",InnoDB
bpjs,rujukan_khusus,"BASE TABLE",InnoDB
bpjs,rujukan_masuk,"BASE TABLE",InnoDB
bpjs,tempat_tidur,"BASE TABLE",InnoDB
bpjs-smartclaim,composition_id,"BASE TABLE",InnoDB
bpjs-smartclaim,condition_id,"BASE TABLE",InnoDB
bpjs-smartclaim,diagnostic_report_id,"BASE TABLE",InnoDB
bpjs-smartclaim,encounter_id,"BASE TABLE",InnoDB
bpjs-smartclaim,klaim,"BASE TABLE",InnoDB
bpjs-smartclaim,medication_request_id,"BASE TABLE",InnoDB
bpjs-smartclaim,observation_id,"BASE TABLE",InnoDB
bpjs-smartclaim,organization_id,"BASE TABLE",InnoDB
bpjs-smartclaim,patient_id,"BASE TABLE",InnoDB
bpjs-smartclaim,practitioner_id,"BASE TABLE",InnoDB
bpjs-smartclaim,procedure_id,"BASE TABLE",InnoDB
cetakan,karcis_pasien,"BASE TABLE",InnoDB
cetakan,kartu_pasien,"BASE TABLE",InnoDB
cetakan,kwitansi_pembayaran,"BASE TABLE",InnoDB
document-storage,document,"BASE TABLE",InnoDB
document-storage,document_directory,"BASE TABLE",InnoDB
dukcapil,keluarga,"BASE TABLE",InnoDB
dukcapil,penduduk,"BASE TABLE",InnoDB
gambar,photo_pasien,"BASE TABLE",InnoDB
gambar,photo_pegawai,"BASE TABLE",InnoDB
generator,id_bridge_log,"BASE TABLE",MyISAM
generator,id_farmasi,"BASE TABLE",MyISAM
generator,id_hasil_evaluasi_sst,"BASE TABLE",MyISAM
generator,id_hasil_lab,"BASE TABLE",MyISAM
generator,id_karcis,"BASE TABLE",MyISAM
generator,id_kartu,"BASE TABLE",MyISAM
generator,id_keluarga_pasien,"BASE TABLE",MyISAM
generator,id_o2,"BASE TABLE",MyISAM
generator,id_parameter_tindakan_lab,"BASE TABLE",MyISAM
generator,id_pengguna_akses_log,"BASE TABLE",MyISAM
generator,id_retur_farmasi,"BASE TABLE",MyISAM
generator,id_tindakan_medis,"BASE TABLE",MyISAM
generator,id_waktu_pelayanan_kpo,"BASE TABLE",MyISAM
generator,kode_kejadian,"BASE TABLE",MyISAM
generator,no_antrian,"BASE TABLE",MyISAM
generator,no_antrian_ruangan,"BASE TABLE",MyISAM
generator,no_farmasi_kpo,"BASE TABLE",MyISAM
generator,no_formulir_antimikroba_approve,"BASE TABLE",MyISAM
generator,no_iterasi_obat,"BASE TABLE",MyISAM
generator,no_kejadian,"BASE TABLE",MyISAM
generator,no_konsul,"BASE TABLE",MyISAM
generator,no_kontrol,"BASE TABLE",MyISAM
generator,no_kuitansi,"BASE TABLE",InnoDB
generator,no_kunjungan,"BASE TABLE",MyISAM
generator,no_material_request,"BASE TABLE",MyISAM
generator,no_mutasi,"BASE TABLE",MyISAM
generator,no_order_lab,"BASE TABLE",MyISAM
generator,no_order_rad,"BASE TABLE",MyISAM
generator,no_order_resep,"BASE TABLE",MyISAM
generator,no_pembayaran,"BASE TABLE",InnoDB
generator,no_penawaran_harga,"BASE TABLE",InnoDB
generator,no_pendaftaran,"BASE TABLE",MyISAM
generator,no_penerimaan,"BASE TABLE",MyISAM
generator,no_pengiriman,"BASE TABLE",MyISAM
generator,no_permintaan,"BASE TABLE",MyISAM
generator,no_permintaan_darah,"BASE TABLE",MyISAM
generator,no_protokol_pengobatan,"BASE TABLE",MyISAM
generator,no_protokol_pengobatan_detail,"BASE TABLE",MyISAM
generator,no_purchase_order,"BASE TABLE",InnoDB
generator,no_resep_terlayani_kpo,"BASE TABLE",MyISAM
generator,no_rujukan,"BASE TABLE",MyISAM
generator,no_spri,"BASE TABLE",InnoDB
generator,no_surat_kelahiran,"BASE TABLE",InnoDB
generator,no_surat_opname,"BASE TABLE",InnoDB
generator,no_surat_penawaran_harga,"BASE TABLE",InnoDB
generator,no_surat_sakit,"BASE TABLE",InnoDB
generator,no_surat_sehat,"BASE TABLE",InnoDB
generator,no_tagihan,"BASE TABLE",MyISAM
inacbg,dokumen_pendukung,"BASE TABLE",InnoDB
inacbg,grouping,"BASE TABLE",InnoDB
inacbg,hasil_grouping,"BASE TABLE",InnoDB
inacbg,icd_ina_grouper,"BASE TABLE",InnoDB
inacbg,inacbg,"BASE TABLE",InnoDB
inacbg,jenis_inacbg,"BASE TABLE",InnoDB
inacbg,jenis_map,"BASE TABLE",InnoDB
inacbg,klaim_status,"BASE TABLE",InnoDB
inacbg,komentar,"BASE TABLE",InnoDB
inacbg,list_procedure,"BASE TABLE",InnoDB
inacbg,logs,"BASE TABLE",InnoDB
inacbg,map_inacbg_simrs,"BASE TABLE",InnoDB
inacbg,map_tarif,"BASE TABLE",InnoDB
inacbg,no_urut_berkas,"BASE TABLE",MyISAM
inacbg,tarif_inacbg,"BASE TABLE",InnoDB
inacbg,tipe_inacbg,"BASE TABLE",InnoDB
informasi,diagnosa_rd,"BASE TABLE",InnoDB
informasi,diagnosa_ri,"BASE TABLE",InnoDB
informasi,diagnosa_rj,"BASE TABLE",InnoDB
informasi,indikator_rs,"BASE TABLE",InnoDB
informasi,klaim_iks,"BASE TABLE",InnoDB
informasi,klaim_inacbg,"BASE TABLE",InnoDB
informasi,klaim_inacbg_ri,"BASE TABLE",InnoDB
informasi,klaim_inacbg_rj,"BASE TABLE",InnoDB
informasi,kunjungan,"BASE TABLE",InnoDB
informasi,pasien_rawat_inap,"BASE TABLE",InnoDB
informasi,pendapatan,"BASE TABLE",InnoDB
informasi,penerimaan,"BASE TABLE",InnoDB
informasi,pengunjung,"BASE TABLE",InnoDB
informasi,penunjang,"BASE TABLE",InnoDB
informasi,statistik_10_besar_diagnosa_rujukan,"BASE TABLE",InnoDB
informasi,statistik_10_besar_penyakit,"BASE TABLE",InnoDB
informasi,statistik_gol_darah,"BASE TABLE",InnoDB
informasi,statistik_indikator,"BASE TABLE",InnoDB
informasi,statistik_jumlah_kematian,"BASE TABLE",InnoDB
informasi,statistik_kunjungan,"BASE TABLE",InnoDB
informasi,statistik_mutu_pelayanan,"BASE TABLE",InnoDB
informasi,statistik_pemeriksaan_laboratorium,"BASE TABLE",InnoDB
informasi,statistik_rujukan,"BASE TABLE",InnoDB
informasi,tempat_tidur_kemkes,"BASE TABLE",InnoDB
inventory,barang,"BASE TABLE",InnoDB
inventory,barang_paket_tindakan,"BASE TABLE",InnoDB
inventory,barang_ruangan,"BASE TABLE",InnoDB
inventory,batas_pengambilan_stok_akhir,"BASE TABLE",InnoDB
inventory,dagang,"BASE TABLE",InnoDB
inventory,harga_barang,"BASE TABLE",InnoDB
inventory,jenis_kategori,"BASE TABLE",InnoDB
inventory,jenis_transaksi_stok,"BASE TABLE",InnoDB
inventory,kategori,"BASE TABLE",InnoDB
inventory,material_request,"BASE TABLE",InnoDB
inventory,material_request_detil,"BASE TABLE",InnoDB
inventory,no_seri_barang_ruangan,"BASE TABLE",InnoDB
inventory,pembatalan_penerimaan_barang,"BASE TABLE",InnoDB
inventory,penerimaan,"BASE TABLE",InnoDB
inventory,penerimaan_barang,"BASE TABLE",InnoDB
inventory,penerimaan_barang_detil,"BASE TABLE",InnoDB
inventory,pengembalian_barang,"BASE TABLE",InnoDB
inventory,pengembalian_barang_detil,"BASE TABLE",InnoDB
inventory,penggolongan_barang,"BASE TABLE",InnoDB
inventory,pengiriman,"BASE TABLE",InnoDB
inventory,pengiriman_detil,"BASE TABLE",InnoDB
inventory,penyedia,"BASE TABLE",InnoDB
inventory,permintaan,"BASE TABLE",InnoDB
inventory,permintaan_detil,"BASE TABLE",InnoDB
inventory,purchase_order,"BASE TABLE",InnoDB
inventory,purchase_order_detil,"BASE TABLE",InnoDB
inventory,recalculation,"BASE TABLE",InnoDB
inventory,rumus_perencanaan,"BASE TABLE",InnoDB
inventory,satuan,"BASE TABLE",InnoDB
inventory,stok_opname,"BASE TABLE",InnoDB
inventory,stok_opname_detil,"BASE TABLE",InnoDB
inventory,surat_penawaran_harga,"BASE TABLE",InnoDB
inventory,surat_penawaran_harga_detil,"BASE TABLE",InnoDB
inventory,transaksi_stok_ruangan,"BASE TABLE",InnoDB
kemkes,data_kebutuhan_apd,"BASE TABLE",InnoDB
kemkes,data_kebutuhan_sdm,"BASE TABLE",InnoDB
kemkes,data_tempat_tidur,"BASE TABLE",InnoDB
kemkes,diagnosa_pasien,"BASE TABLE",InnoDB
kemkes,icd_covid19,"BASE TABLE",InnoDB
kemkes,icd_tb,"BASE TABLE",InnoDB
kemkes,jenis_kelamin,"BASE TABLE",InnoDB
kemkes,jenis_pasien,"BASE TABLE",InnoDB
kemkes,kabupaten,"BASE TABLE",InnoDB
kemkes,kamar_simrs_rs_online,"BASE TABLE",InnoDB
kemkes,kebutuhan_apd,"BASE TABLE",InnoDB
kemkes,kebutuhan_sdm,"BASE TABLE",InnoDB
kemkes,kecamatan,"BASE TABLE",InnoDB
kemkes,kewarganegaraan,"BASE TABLE",InnoDB
kemkes,pasien,"BASE TABLE",InnoDB
kemkes,pasien_tb,"BASE TABLE",InnoDB
kemkes,propinsi,"BASE TABLE",InnoDB
kemkes,rekap_pasien_keluar,"BASE TABLE",InnoDB
kemkes,rekap_pasien_komorbid,"BASE TABLE",InnoDB
kemkes,rekap_pasien_masuk,"BASE TABLE",InnoDB
kemkes,rekap_pasien_nonkomorbid,"BASE TABLE",InnoDB
kemkes,reservasi_antrian,"BASE TABLE",InnoDB
kemkes,rujukan,"BASE TABLE",InnoDB
kemkes,sitt,"BASE TABLE",InnoDB
kemkes,status_isolasi,"BASE TABLE",InnoDB
kemkes,status_keluar,"BASE TABLE",InnoDB
kemkes,status_rawat,"BASE TABLE",InnoDB
kemkes,sumber_penularan,"BASE TABLE",InnoDB
kemkes,tempat_tidur,"BASE TABLE",InnoDB
kemkes,terkonfirmasi_tb,"BASE TABLE",InnoDB
kemkes-ihs,account,"BASE TABLE",InnoDB
kemkes-ihs,allergy_intolerance,"BASE TABLE",InnoDB
kemkes-ihs,barang_to_bza,"BASE TABLE",InnoDB
kemkes-ihs,barang_to_poa_pov,"BASE TABLE",InnoDB
kemkes-ihs,bza,"BASE TABLE",InnoDB
kemkes-ihs,care_plan,"BASE TABLE",InnoDB
kemkes-ihs,care_plan_jadwal_kontrol,"BASE TABLE",InnoDB
kemkes-ihs,code_reference,"BASE TABLE",InnoDB
kemkes-ihs,composition,"BASE TABLE",InnoDB
kemkes-ihs,condition,"BASE TABLE",InnoDB
kemkes-ihs,condition_anamnesis,"BASE TABLE",InnoDB
kemkes-ihs,condition_hasil_pa,"BASE TABLE",InnoDB
kemkes-ihs,condition_penilaian_tumor,"BASE TABLE",InnoDB
kemkes-ihs,condition_riwayat_penyakit_dahulu,"BASE TABLE",InnoDB
kemkes-ihs,consent,"BASE TABLE",InnoDB
kemkes-ihs,coverage,"BASE TABLE",InnoDB
kemkes-ihs,diagnosa_to_eof,"BASE TABLE",InnoDB
kemkes-ihs,diagnostic_report,"BASE TABLE",InnoDB
kemkes-ihs,encounter,"BASE TABLE",InnoDB
kemkes-ihs,encounter_account,"BASE TABLE",InnoDB
kemkes-ihs,eof,"BASE TABLE",InnoDB
kemkes-ihs,imaging_study,"BASE TABLE",InnoDB
kemkes-ihs,jenis_kunjungan,"BASE TABLE",InnoDB
kemkes-ihs,keluhan_utama_condition,"BASE TABLE",InnoDB
kemkes-ihs,location,"BASE TABLE",InnoDB
kemkes-ihs,location_ruang_kamar,"BASE TABLE",InnoDB
kemkes-ihs,location_tempat_tidur,"BASE TABLE",InnoDB
kemkes-ihs,loinc_terminologi,"BASE TABLE",InnoDB
kemkes-ihs,medication,"BASE TABLE",InnoDB
kemkes-ihs,medication_dispanse,"BASE TABLE",InnoDB
kemkes-ihs,medication_request,"BASE TABLE",InnoDB
kemkes-ihs,medication_statement,"BASE TABLE",InnoDB
kemkes-ihs,observation,"BASE TABLE",InnoDB
kemkes-ihs,observation_anamnesis_riwayat_lainnya,"BASE TABLE",InnoDB
kemkes-ihs,observation_faktor_risiko,"BASE TABLE",InnoDB
kemkes-ihs,observation_pemeriksaan_ekg,"BASE TABLE",InnoDB
kemkes-ihs,observation_penilaian_grace_risk_skor,"BASE TABLE",InnoDB
kemkes-ihs,organization,"BASE TABLE",InnoDB
kemkes-ihs,parameter_hasil_to_loinc,"BASE TABLE",InnoDB
kemkes-ihs,patient,"BASE TABLE",InnoDB
kemkes-ihs,petunjuk_racikan,"BASE TABLE",InnoDB
kemkes-ihs,poa,"BASE TABLE",InnoDB
kemkes-ihs,pov,"BASE TABLE",InnoDB
kemkes-ihs,practitioner,"BASE TABLE",InnoDB
kemkes-ihs,procedure,"BASE TABLE",InnoDB
kemkes-ihs,prognosis_clinical_impression,"BASE TABLE",InnoDB
kemkes-ihs,questionnaire_response,"BASE TABLE",InnoDB
kemkes-ihs,referensi_to_type_code_reference,"BASE TABLE",InnoDB
kemkes-ihs,rute_obat,"BASE TABLE",InnoDB
kemkes-ihs,satuan_lab_to_ut,"BASE TABLE",InnoDB
kemkes-ihs,service_request,"BASE TABLE",InnoDB
kemkes-ihs,service_request_jadwal_kontrol,"BASE TABLE",InnoDB
kemkes-ihs,sinkronisasi,"BASE TABLE",InnoDB
kemkes-ihs,snomed_ct,"BASE TABLE",InnoDB
kemkes-ihs,specimen,"BASE TABLE",InnoDB
kemkes-ihs,tindakan_to_loinc,"BASE TABLE",InnoDB
kemkes-ihs,type_code_reference,"BASE TABLE",MyISAM
kemkes-rsonline,data_kebutuhan_apd,"BASE TABLE",InnoDB
kemkes-rsonline,data_kebutuhan_sdm,"BASE TABLE",InnoDB
kemkes-rsonline,data_tempat_tidur,"BASE TABLE",InnoDB
kemkes-rsonline,diagnosa_pasien,"BASE TABLE",InnoDB
kemkes-rsonline,icd_covid19,"BASE TABLE",InnoDB
kemkes-rsonline,jenis_kelamin,"BASE TABLE",InnoDB
kemkes-rsonline,jenis_pasien,"BASE TABLE",InnoDB
kemkes-rsonline,kabupaten,"BASE TABLE",InnoDB
kemkes-rsonline,kamar_simrs_rs_online,"BASE TABLE",InnoDB
kemkes-rsonline,kebutuhan_apd,"BASE TABLE",InnoDB
kemkes-rsonline,kebutuhan_sdm,"BASE TABLE",InnoDB
kemkes-rsonline,kecamatan,"BASE TABLE",InnoDB
kemkes-rsonline,kewarganegaraan,"BASE TABLE",InnoDB
kemkes-rsonline,pasien,"BASE TABLE",InnoDB
kemkes-rsonline,propinsi,"BASE TABLE",InnoDB
kemkes-rsonline,rekap_pasien_keluar,"BASE TABLE",InnoDB
kemkes-rsonline,rekap_pasien_komorbid,"BASE TABLE",InnoDB
kemkes-rsonline,rekap_pasien_masuk,"BASE TABLE",InnoDB
kemkes-rsonline,rekap_pasien_nonkomorbid,"BASE TABLE",InnoDB
kemkes-rsonline,status_isolasi,"BASE TABLE",InnoDB
kemkes-rsonline,status_keluar,"BASE TABLE",InnoDB
kemkes-rsonline,status_rawat,"BASE TABLE",InnoDB
kemkes-rsonline,sumber_penularan,"BASE TABLE",InnoDB
kemkes-rsonline,tempat_tidur,"BASE TABLE",InnoDB
kemkes-sirs,rl1-2,"BASE TABLE",InnoDB
kemkes-sirs,rl1-3,"BASE TABLE",InnoDB
kemkes-sirs,rl2,"BASE TABLE",InnoDB
kemkes-sirs,rl3-1,"BASE TABLE",InnoDB
kemkes-sirs,rl3-10,"BASE TABLE",InnoDB
kemkes-sirs,rl3-11,"BASE TABLE",InnoDB
kemkes-sirs,rl3-12,"BASE TABLE",InnoDB
kemkes-sirs,rl3-13,"BASE TABLE",InnoDB
kemkes-sirs,rl3-13b,"BASE TABLE",InnoDB
kemkes-sirs,rl3-14,"BASE TABLE",InnoDB
kemkes-sirs,rl3-15,"BASE TABLE",InnoDB
kemkes-sirs,rl3-2,"BASE TABLE",InnoDB
kemkes-sirs,rl3-3,"BASE TABLE",InnoDB
kemkes-sirs,rl3-4,"BASE TABLE",InnoDB
kemkes-sirs,rl3-5,"BASE TABLE",InnoDB
kemkes-sirs,rl3-6,"BASE TABLE",InnoDB
kemkes-sirs,rl3-7,"BASE TABLE",InnoDB
kemkes-sirs,rl3-8,"BASE TABLE",InnoDB
kemkes-sirs,rl3-9,"BASE TABLE",InnoDB
kemkes-sirs,rl4a,"BASE TABLE",InnoDB
kemkes-sirs,rl4a-sebab,"BASE TABLE",InnoDB
kemkes-sirs,rl4b,"BASE TABLE",InnoDB
kemkes-sirs,rl4b-sebab,"BASE TABLE",InnoDB
kemkes-sirs,rl5-1,"BASE TABLE",InnoDB
kemkes-sirs,rl5-2,"BASE TABLE",InnoDB
kemkes-sirs,rl5-3,"BASE TABLE",InnoDB
kemkes-sirs,rl5-4,"BASE TABLE",InnoDB
laporan,request_report,"BASE TABLE",InnoDB
layanan,batas_layanan_obat,"BASE TABLE",InnoDB
layanan,bon_sisa_farmasi,"BASE TABLE",InnoDB
layanan,catatan_hasil_lab,"BASE TABLE",InnoDB
layanan,dcm_rad,"BASE TABLE",InnoDB
layanan,farmasi,"BASE TABLE",InnoDB
layanan,farmasi_kpo,"BASE TABLE",InnoDB
layanan,formulir_antibiotik,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_approve,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_detail,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_hl,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_hlm,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_hr,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_pl,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_pu,"BASE TABLE",InnoDB
layanan,formulir_antibiotik_rs,"BASE TABLE",InnoDB
layanan,hasil_evaluasi_sst,"BASE TABLE",InnoDB
layanan,hasil_lab,"BASE TABLE",InnoDB
layanan,hasil_lab_exam,"BASE TABLE",InnoDB
layanan,hasil_lab_kepekaan,"BASE TABLE",InnoDB
layanan,hasil_lab_kultur,"BASE TABLE",InnoDB
layanan,hasil_lab_mikroskopik,"BASE TABLE",InnoDB
layanan,hasil_lab_mikroskopik_detail,"BASE TABLE",InnoDB
layanan,hasil_lab_pcr,"BASE TABLE",InnoDB
layanan,hasil_pa,"BASE TABLE",InnoDB
layanan,hasil_pemeriksaan_imunoflurosensi_pa,"BASE TABLE",InnoDB
layanan,hasil_pemeriksaan_molekuler_pa,"BASE TABLE",InnoDB
layanan,hasil_rad,"BASE TABLE",InnoDB
layanan,iterasi_obat,"BASE TABLE",InnoDB
layanan,jasa_tuslah_farmasi,"BASE TABLE",InnoDB
layanan,kelahiran,"BASE TABLE",InnoDB
layanan,layanan_bon_sisa_farmasi,"BASE TABLE",InnoDB
layanan,nilai_kritis_lab,"BASE TABLE",InnoDB
layanan,o2,"BASE TABLE",InnoDB
layanan,order_detil_lab,"BASE TABLE",InnoDB
layanan,order_detil_rad,"BASE TABLE",InnoDB
layanan,order_detil_resep,"BASE TABLE",InnoDB
layanan,order_lab,"BASE TABLE",InnoDB
layanan,order_rad,"BASE TABLE",InnoDB
layanan,order_resep,"BASE TABLE",InnoDB
layanan,pasien_meninggal,"BASE TABLE",InnoDB
layanan,pasien_pulang,"BASE TABLE",InnoDB
layanan,pemakaian_bhp,"BASE TABLE",InnoDB
layanan,pemakaian_bhp_detil,"BASE TABLE",InnoDB
layanan,permintaan_darah_detail,"BASE TABLE",InnoDB
layanan,petugas_tindakan_medis,"BASE TABLE",InnoDB
layanan,protokol_pengobatan,"BASE TABLE",InnoDB
layanan,protokol_pengobatan_detail,"BASE TABLE",InnoDB
layanan,protokol_pengobatan_detail_obat,"BASE TABLE",InnoDB
layanan,resep_terlayani_kpo,"BASE TABLE",InnoDB
layanan,resep_terlayani_kpo_detil,"BASE TABLE",InnoDB
layanan,retur_farmasi,"BASE TABLE",InnoDB
layanan,status_hasil_pemeriksaan,"BASE TABLE",InnoDB
layanan,telaah_awal_resep,"BASE TABLE",InnoDB
layanan,tindakan_medis,"BASE TABLE",InnoDB
layanan,waktu_pelayanan_kpo,"BASE TABLE",InnoDB
layanan,waktu_pelayanan_kpo_detil,"BASE TABLE",InnoDB
lis,dokter_jaga,"BASE TABLE",InnoDB
lis,flag_lis,"BASE TABLE",InnoDB
lis,hasil_log,"BASE TABLE",InnoDB
lis,hasil_log_micro_antibiotik,"BASE TABLE",InnoDB
lis,hasil_log_micro_organism,"BASE TABLE",InnoDB
lis,lis_tanpa_order_config,"BASE TABLE",InnoDB
lis,mapping_hasil,"BASE TABLE",InnoDB
lis,mapping_hasil_micro,"BASE TABLE",InnoDB
lis,order_item_log,"BASE TABLE",InnoDB
lis,parameter_lis,"BASE TABLE",InnoDB
lis,parameter_lis_micro,"BASE TABLE",InnoDB
lis,prefix_parameter_lis,"BASE TABLE",InnoDB
lis,status_hasil,"BASE TABLE",InnoDB
lis,status_hasil_log,"BASE TABLE",InnoDB
lis,status_hasil_log_micro_antibiotik,"BASE TABLE",InnoDB
lis,status_hasil_log_micro_organism,"BASE TABLE",InnoDB
lis,vendor_lis,"BASE TABLE",InnoDB
logs,bridge_log,"BASE TABLE",InnoDB
logs,pengguna_akses_log,"BASE TABLE",InnoDB
logs,pengguna_request_log,"BASE TABLE",InnoDB
master,administrasi,"BASE TABLE",InnoDB
master,antibiotik_bakteri,"BASE TABLE",InnoDB
master,apoteker,"BASE TABLE",InnoDB
master,audios,"BASE TABLE",InnoDB
master,batas_ruangan_vip,"BASE TABLE",InnoDB
master,bulan,"BASE TABLE",InnoDB
master,depo_layanan_farmasi,"BASE TABLE",InnoDB
master,diagnosa,"BASE TABLE",InnoDB
master,diagnosa_masuk,"BASE TABLE",InnoDB
master,diskon,"BASE TABLE",InnoDB
master,distribusi_tarif_paket,"BASE TABLE",InnoDB
master,distribusi_tarif_paket_detil,"BASE TABLE",InnoDB
master,distribusi_tarif_tindakan,"BASE TABLE",InnoDB
master,dokter,"BASE TABLE",InnoDB
master,dokter_ruangan,"BASE TABLE",InnoDB
master,dokter_smf,"BASE TABLE",InnoDB
master,frekuensi_aturan_resep,"BASE TABLE",InnoDB
master,frekuensi_aturan_resep_kategori,"BASE TABLE",InnoDB
master,general_consent,"BASE TABLE",InnoDB
master,group_lab,"BASE TABLE",InnoDB
master,group_pemeriksaan,"BASE TABLE",InnoDB
master,group_referensi_kelas,"BASE TABLE",InnoDB
master,group_tindakan_lab,"BASE TABLE",InnoDB
master,icd_snomedct,"BASE TABLE",InnoDB
master,ikatan_kerja_sama,"BASE TABLE",InnoDB
master,jenis_berkas_rm,"BASE TABLE",MyISAM
master,jenis_kunjungan_ruangan,"BASE TABLE",InnoDB
master,jenis_laporan,"BASE TABLE",InnoDB
master,jenis_laporan_detil,"BASE TABLE",MyISAM
master,jenis_nomor_surat,"BASE TABLE",InnoDB
master,jenis_peserta_penjamin,"BASE TABLE",MyISAM
master,jenis_referensi,"BASE TABLE",InnoDB
master,jenis_ruangan,"BASE TABLE",InnoDB
master,jenis_wilayah,"BASE TABLE",InnoDB
master,kartu_asuransi_pasien,"BASE TABLE",InnoDB
master,kartu_identitas_keluarga,"BASE TABLE",InnoDB
master,kartu_identitas_pasien,"BASE TABLE",InnoDB
master,kelas_simrs_kemkes,"BASE TABLE",InnoDB
master,kelas_simrs_rl,"BASE TABLE",InnoDB
master,kelompok_operasi,"BASE TABLE",InnoDB
master,keluarga_pasien,"BASE TABLE",InnoDB
master,kemkes_kelas,"BASE TABLE",InnoDB
master,kemkes_kematian_dashboard,"BASE TABLE",MyISAM
master,kemkes_ruang_kematian,"BASE TABLE",InnoDB
master,kemkes_ruangan,"BASE TABLE",InnoDB
master,kode_surat_ruangan,"BASE TABLE",InnoDB
master,kontak_keluarga_pasien,"BASE TABLE",InnoDB
master,kontak_pasien,"BASE TABLE",InnoDB
master,layanan_lainnya,"BASE TABLE",InnoDB
master,layanan_lainnya_tarif,"BASE TABLE",InnoDB
master,lock_akses_pasien,"BASE TABLE",InnoDB
master,mapping_golongan_barang_penjamin,"BASE TABLE",InnoDB
master,mapping_group_pemeriksaan,"BASE TABLE",InnoDB
master,mapping_retriksi_formularium,"BASE TABLE",InnoDB
master,mapping_retriksi_unit_asal_resep,"BASE TABLE",InnoDB
master,margin_penjamin_farmasi,"BASE TABLE",InnoDB
master,morphology_icd_o,"BASE TABLE",InnoDB
master,mrconso,"BASE TABLE",InnoDB
master,negara,"BASE TABLE",InnoDB
master,nilai_rujukan_lab,"BASE TABLE",InnoDB
master,paket,"BASE TABLE",InnoDB
master,paket_detil,"BASE TABLE",InnoDB
master,paramedis_map,"BASE TABLE",InnoDB
master,parameter_tindakan_lab,"BASE TABLE",InnoDB
master,pasien,"BASE TABLE",InnoDB
master,pasien_log,"BASE TABLE",InnoDB
master,pegawai,"BASE TABLE",InnoDB
master,penjamin_ruangan,"BASE TABLE",InnoDB
master,penjamin_sub_spesialistik,"BASE TABLE",InnoDB
master,perawat,"BASE TABLE",InnoDB
