nama_schema,nama_tabel,nama_kolom,nama_relasi,schema_tujuan,tabel_tujuan,kolom_tujuan
simgos,medical_procedure_staff,employee_id,medical_procedure_staff_employee_id_foreign,simgos,employees,id
simgos,medical_procedure_staff,medical_procedure_id,medical_procedure_staff_medical_procedure_id_foreign,simgos,medical_procedures,id
simgos,medical_procedures,performed_by,medical_procedures_performed_by_foreign,simgos,employees,id
simgos,medical_procedures,service_id,medical_procedures_service_id_foreign,simgos,services,id
simgos,medical_procedures,visit_id,medical_procedures_visit_id_foreign,simgos,visits,id
simgos,medical_supply_usage_items,item_id,medical_supply_usage_items_item_id_foreign,simgos,items,id
simgos,medical_supply_usage_items,medical_supply_usage_id,medical_supply_usage_items_medical_supply_usage_id_foreign,simgos,medical_supply_usages,id
simgos,medical_supply_usages,visit_id,medical_supply_usages_visit_id_foreign,simgos,visits,id
simgos,medication_administration_histories,administered_by,medication_administration_histories_administered_by_foreign,simgos,employees,id
simgos,medication_administration_histories,visit_id,medication_administration_histories_visit_id_foreign,simgos,visits,id
simgos,medication_iterations,prescription_id,medication_iterations_prescription_id_foreign,simgos,prescriptions,id
simgos,medication_service_limits,item_id,medication_service_limits_item_id_foreign,simgos,items,id
simgos,membership_audits,membership_id,membership_audits_membership_id_foreign,simgos,facility_memberships,id
simgos,membership_role_assignments,membership_id,membership_role_assignments_membership_id_foreign,simgos,facility_memberships,id
simgos,membership_role_assignments,role_id,membership_role_assignments_role_id_foreign,simgos,roles,id
simgos,membership_role_units,assignment_id,membership_role_units_assignment_id_foreign,simgos,membership_role_assignments,id
simgos,minimum_stock_levels,item_id,minimum_stock_levels_item_id_foreign,simgos,items,id
simgos,minimum_stock_levels,ward_id,minimum_stock_levels_ward_id_foreign,simgos,wards,id
simgos,mmpi_tests,doctor_id,mmpi_tests_doctor_id_foreign,simgos,doctors,id
simgos,mmpi_tests,patient_id,mmpi_tests_patient_id_foreign,simgos,patients,id
simgos,mmpi_tests,visit_id,mmpi_tests_visit_id_foreign,simgos,visits,id
simgos,model_has_permissions,permission_id,model_has_permissions_permission_id_foreign,simgos,permissions,id
simgos,model_has_roles,role_id,model_has_roles_role_id_foreign,simgos,roles,id
simgos,morse_fall_scale_assessments,assessed_by,morse_fall_scale_assessments_assessed_by_foreign,simgos,employees,id
simgos,morse_fall_scale_assessments,visit_id,morse_fall_scale_assessments_visit_id_foreign,simgos,visits,id
simgos,nurse_ward_assignments,nurse_id,nurse_ward_assignments_nurse_id_foreign,simgos,nurses,id
simgos,nurse_ward_assignments,ward_id,nurse_ward_assignments_ward_id_foreign,simgos,wards,id
simgos,nurses,employee_id,nurses_employee_id_foreign,simgos,employees,id
simgos,nursing_care_plan_implementations,nursing_care_plan_id,nursing_care_plan_implementations_nursing_care_plan_id_foreign,simgos,nursing_care_plans,id
simgos,nursing_care_plan_implementations,performed_by,nursing_care_plan_implementations_performed_by_foreign,simgos,employees,id
simgos,nursing_care_plans,recorded_by,nursing_care_plans_recorded_by_foreign,simgos,employees,id
simgos,nursing_care_plans,visit_id,nursing_care_plans_visit_id_foreign,simgos,visits,id
simgos,nursing_diagnoses,recorded_by,nursing_diagnoses_recorded_by_foreign,simgos,employees,id
simgos,nursing_diagnoses,visit_id,nursing_diagnoses_visit_id_foreign,simgos,visits,id
simgos,nursing_implementations,nursing_diagnosis_id,nursing_implementations_nursing_diagnosis_id_foreign,simgos,nursing_diagnoses,id
simgos,nursing_implementations,performed_by,nursing_implementations_performed_by_foreign,simgos,employees,id
simgos,nursing_indicator_implementations,nursing_indicator_id,nursing_indicator_implementations_nursing_indicator_id_foreign,simgos,nursing_indicators,id
simgos,nursing_indicator_implementations,recorded_by,nursing_indicator_implementations_recorded_by_foreign,simgos,employees,id
simgos,nursing_indicator_implementations,visit_id,nursing_indicator_implementations_visit_id_foreign,simgos,visits,id
simgos,nursing_indicators,nursing_indicator_type_id,nursing_indicators_nursing_indicator_type_id_foreign,simgos,nursing_indicator_types,id
simgos,nutrition_diet_patterns,assessed_by,nutrition_diet_patterns_assessed_by_foreign,simgos,employees,id
simgos,nutrition_diet_patterns,visit_id,nutrition_diet_patterns_visit_id_foreign,simgos,visits,id
simgos,obstetric_histories,visit_id,obstetric_histories_visit_id_foreign,simgos,visits,id
simgos,operating_rooms,ward_id,operating_rooms_ward_id_foreign,simgos,wards,id
simgos,other_histories,recorded_by,other_histories_recorded_by_foreign,simgos,employees,id
simgos,other_histories,visit_id,other_histories_visit_id_foreign,simgos,visits,id
simgos,other_service_tariffs,other_service_id,other_service_tariffs_other_service_id_foreign,simgos,other_services,id
simgos,other_service_tariffs,room_class_id,other_service_tariffs_room_class_id_foreign,simgos,room_classes,id
simgos,oxygen_usages,visit_id,oxygen_usages_visit_id_foreign,simgos,visits,id
simgos,package_invoice_items,invoice_id,package_invoice_items_invoice_id_foreign,simgos,invoices,id
simgos,package_invoice_items,package_id,package_invoice_items_package_id_foreign,simgos,packages,id
simgos,package_tariff_distribution_items,package_tariff_distribution_id,fk_ptdi_dist_id,simgos,package_tariff_distributions,id
simgos,package_tariff_distributions,package_id,package_tariff_distributions_package_id_foreign,simgos,packages,id
simgos,pain_score_assessments,assessed_by,pain_score_assessments_assessed_by_foreign,simgos,employees,id
simgos,pain_score_assessments,visit_id,pain_score_assessments_visit_id_foreign,simgos,visits,id
simgos,parental_health_history_screenings,screened_by,parental_health_history_screenings_screened_by_foreign,simgos,employees,id
simgos,parental_health_history_screenings,visit_id,parental_health_history_screenings_visit_id_foreign,simgos,visits,id
simgos,pathology_anatomy_results,examined_by,pathology_anatomy_results_examined_by_foreign,simgos,employees,id
simgos,pathology_anatomy_results,patient_id,pathology_anatomy_results_patient_id_foreign,simgos,patients,id
simgos,pathology_anatomy_results,visit_id,pathology_anatomy_results_visit_id_foreign,simgos,visits,id
simgos,pathology_claim_items,pathology_claim_id,pathology_claim_items_pathology_claim_id_foreign,simgos,pathology_claims,id
simgos,pathology_claims,claim_file_id,pathology_claims_claim_file_id_foreign,simgos,claim_files,id
simgos,pathology_claims,order_id,pathology_claims_order_id_foreign,simgos,lab_orders,id
simgos,pathology_immunofluorescence_results,pathology_anatomy_result_id,fk_pir_anatomy_id,simgos,pathology_anatomy_results,id
simgos,pathology_molecular_results,pathology_anatomy_result_id,pathology_molecular_results_pathology_anatomy_result_id_foreign,simgos,pathology_anatomy_results,id
simgos,patient_access_locks,locked_by,patient_access_locks_locked_by_foreign,simgos,employees,id
simgos,patient_access_locks,patient_id,patient_access_locks_patient_id_foreign,simgos,patients,id
simgos,patient_contacts,patient_id,patient_contacts_patient_id_foreign,simgos,patients,id
simgos,patient_death_records,declared_by,patient_death_records_declared_by_foreign,simgos,employees,id
simgos,patient_death_records,patient_id,patient_death_records_patient_id_foreign,simgos,patients,id
simgos,patient_death_records,visit_id,patient_death_records_visit_id_foreign,simgos,visits,id
simgos,patient_discharge_records,discharged_by,patient_discharge_records_discharged_by_foreign,simgos,employees,id
simgos,patient_discharge_records,patient_id,patient_discharge_records_patient_id_foreign,simgos,patients,id
simgos,patient_discharge_records,visit_id,patient_discharge_records_visit_id_foreign,simgos,visits,id
simgos,patient_escort_contacts,patient_escort_id,patient_escort_contacts_patient_escort_id_foreign,simgos,patient_escorts,id
simgos,patient_escort_identity_cards,patient_escort_id,patient_escort_identity_cards_patient_escort_id_foreign,simgos,patient_escorts,id
simgos,patient_escorts,registration_id,patient_escorts_registration_id_foreign,simgos,registrations,id
simgos,patient_family_educations,educator_id,patient_family_educations_educator_id_foreign,simgos,employees,id
simgos,patient_family_educations,visit_id,patient_family_educations_visit_id_foreign,simgos,visits,id
simgos,patient_guardian_contacts,patient_guardian_id,patient_guardian_contacts_patient_guardian_id_foreign,simgos,patient_guardians,id
simgos,patient_guardian_identity_cards,patient_guardian_id,patient_guardian_identity_cards_patient_guardian_id_foreign,simgos,patient_guardians,id
simgos,patient_guardians,registration_id,patient_guardians_registration_id_foreign,simgos,registrations,id
simgos,patient_identity_cards,patient_id,patient_identity_cards_patient_id_foreign,simgos,patients,id
simgos,patient_nutrition_problems,identified_by,patient_nutrition_problems_identified_by_foreign,simgos,employees,id
simgos,patient_nutrition_problems,visit_id,patient_nutrition_problems_visit_id_foreign,simgos,visits,id
simgos,patient_photos,patient_id,patient_photos_patient_id_foreign,simgos,patients,id
simgos,patient_portal_accounts,patient_id,patient_portal_accounts_patient_id_foreign,simgos,patients,id
simgos,patient_receivable_settlements,patient_receivable_id,patient_receivable_settlements_patient_receivable_id_foreign,simgos,patient_receivables,id
simgos,patient_receivables,invoice_id,patient_receivables_invoice_id_foreign,simgos,invoices,id
simgos,patient_receivables,patient_id,patient_receivables_patient_id_foreign,simgos,patients,id
simgos,patient_transfers,from_ward_id,patient_transfers_from_ward_id_foreign,simgos,wards,id
simgos,patient_transfers,to_ward_id,patient_transfers_to_ward_id_foreign,simgos,wards,id
simgos,patient_transfers,visit_id,patient_transfers_visit_id_foreign,simgos,visits,id
simgos,payments,cashier_session_id,payments_cashier_session_id_foreign,simgos,cashier_sessions,id
simgos,payments,invoice_id,payments_invoice_id_foreign,simgos,invoices,id
simgos,pediatric_statuses,patient_id,pediatric_statuses_patient_id_foreign,simgos,patients,id
simgos,pediatric_statuses,visit_id,pediatric_statuses_visit_id_foreign,simgos,visits,id
simgos,pembatalan_visit_cancellations,visit_id,pembatalan_visit_cancellations_visit_id_foreign,simgos,visits,id
simgos,penyakit_menular_submissions,satu_sehat_staging_submission_id,fk_pms_staging_id,simgos,satu_sehat_staging_submissions,id
simgos,pharmacy_claim_items,pharmacy_claim_id,pharmacy_claim_items_pharmacy_claim_id_foreign,simgos,pharmacy_claims,id
simgos,pharmacy_claims,claim_file_id,pharmacy_claims_claim_file_id_foreign,simgos,claim_files,id
simgos,pharmacy_claims,prescription_id,pharmacy_claims_prescription_id_foreign,simgos,prescriptions,id
simgos,pharmacy_depots,ward_id,pharmacy_depots_ward_id_foreign,simgos,wards,id
simgos,pharmacy_diagnoses,assessed_by,pharmacy_diagnoses_assessed_by_foreign,simgos,employees,id
simgos,pharmacy_diagnoses,prescription_id,pharmacy_diagnoses_prescription_id_foreign,simgos,prescriptions,id
simgos,pharmacy_diagnoses,visit_id,pharmacy_diagnoses_visit_id_foreign,simgos,visits,id
simgos,pharmacy_dispenses,prescription_id,pharmacy_dispenses_prescription_id_foreign,simgos,prescriptions,id
simgos,pharmacy_guarantor_margins,guarantor_id,pharmacy_guarantor_margins_guarantor_id_foreign,simgos,guarantors,id
simgos,pharmacy_outpatient_queues,prescription_id,pharmacy_outpatient_queues_prescription_id_foreign,simgos,prescriptions,id
simgos,pharmacy_packages,pharmacy_service_room_id,pharmacy_packages_pharmacy_service_room_id_foreign,simgos,pharmacy_service_rooms,id
simgos,pharmacy_returns,prescription_item_id,pharmacy_returns_prescription_item_id_foreign,simgos,prescription_items,id
simgos,pharmacy_returns,returned_by,pharmacy_returns_returned_by_foreign,simgos,employees,id
simgos,pharmacy_rooms,ward_id,pharmacy_rooms_ward_id_foreign,simgos,wards,id
simgos,pharmacy_service_fees,item_id,pharmacy_service_fees_item_id_foreign,simgos,items,id
simgos,pharmacy_service_rooms,ward_id,pharmacy_service_rooms_ward_id_foreign,simgos,wards,id
simgos,pharmacy_service_time_stages,pharmacy_service_time_id,pharmacy_service_time_stages_pharmacy_service_time_id_foreign,simgos,pharmacy_service_times,id
simgos,pharmacy_service_time_stages,recorded_by,pharmacy_service_time_stages_recorded_by_foreign,simgos,employees,id
simgos,pharmacy_service_times,prescription_id,pharmacy_service_times_prescription_id_foreign,simgos,prescriptions,id
simgos,physician_restrictions,doctor_id,physician_restrictions_doctor_id_foreign,simgos,doctors,id
simgos,plan_and_therapies,ordered_by,plan_and_therapies_ordered_by_foreign,simgos,doctors,id
simgos,plan_and_therapies,visit_id,plan_and_therapies_visit_id_foreign,simgos,visits,id
simgos,ppk_audits,ppk_id,ppk_audits_ppk_id_foreign,simgos,ppks,id
simgos,ppk_audits,user_id,ppk_audits_user_id_foreign,simgos,users,id
simgos,practice_licenses,employee_id,practice_licenses_employee_id_foreign,simgos,employees,id
simgos,pre_anesthesia_sedation_assessments,doctor_id,pre_anesthesia_sedation_assessments_doctor_id_foreign,simgos,doctors,id
simgos,pre_anesthesia_sedation_assessments,visit_id,pre_anesthesia_sedation_assessments_visit_id_foreign,simgos,visits,id
simgos,prescription_frequency_rule_categories,prescription_frequency_rule_id,fk_pfrc_rule_id,simgos,prescription_frequency_rules,id
simgos,prescription_fulfillment_items,prescription_fulfillment_id,fk_pfi_fulfillment_id,simgos,prescription_fulfillments,id
simgos,prescription_fulfillment_items,prescription_item_id,prescription_fulfillment_items_prescription_item_id_foreign,simgos,prescription_items,id
simgos,prescription_fulfillments,prescription_id,prescription_fulfillments_prescription_id_foreign,simgos,prescriptions,id
simgos,prescription_fulfillments,served_by,prescription_fulfillments_served_by_foreign,simgos,employees,id
simgos,prescription_initial_reviews,prescription_id,prescription_initial_reviews_prescription_id_foreign,simgos,prescriptions,id
simgos,prescription_initial_reviews,reviewed_by,prescription_initial_reviews_reviewed_by_foreign,simgos,employees,id
simgos,prescription_items,item_id,prescription_items_item_id_foreign,simgos,items,id
simgos,prescription_items,prescription_id,prescription_items_prescription_id_foreign,simgos,prescriptions,id
simgos,prescription_origin_unit_restrictions,item_id,prescription_origin_unit_restrictions_item_id_foreign,simgos,items,id
simgos,prescription_origin_unit_restrictions,ward_id,prescription_origin_unit_restrictions_ward_id_foreign,simgos,wards,id
simgos,prescriptions,diagnosis_id,prescriptions_diagnosis_id_foreign,simgos,diagnoses,id
simgos,prescriptions,prescribed_by,prescriptions_prescribed_by_foreign,simgos,employees,id
simgos,prescriptions,visit_id,prescriptions_visit_id_foreign,simgos,visits,id
simgos,procedure_consent_information,consent_id,procedure_consent_information_consent_id_foreign,simgos,doctor_procedure_consents,id
simgos,procedure_consent_information,explained_by,procedure_consent_information_explained_by_foreign,simgos,employees,id
simgos,procedure_consent_information_givers,consent_id,procedure_consent_information_givers_consent_id_foreign,simgos,doctor_procedure_consents,id
simgos,procedure_consent_information_givers,giver_id,procedure_consent_information_givers_giver_id_foreign,simgos,employees,id
simgos,procedure_consent_information_items,information_id,procedure_consent_information_items_information_id_foreign,simgos,procedure_consent_information,id
simgos,procedure_consent_information_receivers,consent_id,procedure_consent_information_receivers_consent_id_foreign,simgos,doctor_procedure_consents,id
simgos,procedure_consent_patient_acknowledgements,consent_id,procedure_consent_patient_acknowledgements_consent_id_foreign,simgos,doctor_procedure_consents,id
simgos,prognosas,kunjungan_id,prognosas_kunjungan_id_foreign,simgos,kunjungans,id
simgos,provider_services,payment_provider_id,provider_services_payment_provider_id_foreign,simgos,payment_providers,id
simgos,queue_calls,ward_queue_id,queue_calls_ward_queue_id_foreign,simgos,ward_queues,id
simgos,radiology_claim_items,radiology_claim_id,radiology_claim_items_radiology_claim_id_foreign,simgos,radiology_claims,id
simgos,radiology_claims,claim_file_id,radiology_claims_claim_file_id_foreign,simgos,claim_files,id
simgos,radiology_claims,order_id,radiology_claims_order_id_foreign,simgos,lab_orders,id
simgos,radiology_order_items,radiology_order_id,radiology_order_items_radiology_order_id_foreign,simgos,radiology_orders,id
simgos,radiology_orders,ordering_doctor_id,radiology_orders_ordering_doctor_id_foreign,simgos,employees,id
simgos,radiology_orders,patient_id,radiology_orders_patient_id_foreign,simgos,patients,id
simgos,radiology_orders,visit_id,radiology_orders_visit_id_foreign,simgos,visits,id
simgos,radiology_result_summaries,summarized_by,radiology_result_summaries_summarized_by_foreign,simgos,employees,id
simgos,radiology_result_summaries,visit_id,radiology_result_summaries_visit_id_foreign,simgos,visits,id
simgos,radiology_result_summary_items,summary_id,radiology_result_summary_items_summary_id_foreign,simgos,radiology_result_summaries,id
simgos,radiology_results,radiologist_id,radiology_results_radiologist_id_foreign,simgos,employees,id
simgos,radiology_results,radiology_order_id,radiology_results_radiology_order_id_foreign,simgos,radiology_orders,id
simgos,radiology_rooms,ward_id,radiology_rooms_ward_id_foreign,simgos,wards,id
simgos,radiology_viewer_logs,viewed_by,radiology_viewer_logs_viewed_by_foreign,simgos,employees,id
simgos,radiology_viewer_logs,visit_id,radiology_viewer_logs_visit_id_foreign,simgos,visits,id
simgos,receiving_items,item_id,receiving_items_item_id_foreign,simgos,items,id
simgos,receiving_items,receiving_record_id,receiving_items_receiving_record_id_foreign,simgos,receiving_records,id
simgos,receiving_records,received_by,receiving_records_received_by_foreign,simgos,employees,id
simgos,receiving_records,ward_id,receiving_records_ward_id_foreign,simgos,wards,id
simgos,reference_audits,user_id,reference_audits_user_id_foreign,simgos,users,id
simgos,reference_entries,reference_type_id,reference_entries_reference_type_id_foreign,simgos,reference_types,id
simgos,referral_letters,from_department_id,referral_letters_from_department_id_foreign,simgos,medical_departments,id
simgos,referral_letters,to_department_id,referral_letters_to_department_id_foreign,simgos,medical_departments,id
simgos,referral_letters,visit_id,referral_letters_visit_id_foreign,simgos,visits,id
simgos,referrals,patient_id,referrals_patient_id_foreign,simgos,patients,id
simgos,registration_histories,registration_id,registration_histories_registration_id_foreign,simgos,registrations,id
simgos,registration_invoices,invoice_id,registration_invoices_invoice_id_foreign,simgos,invoices,id
simgos,registration_invoices,registration_id,registration_invoices_registration_id_foreign,simgos,registrations,id
simgos,registrations,package_id,registrations_package_id_foreign,simgos,packages,id
simgos,registrations,patient_id,registrations_patient_id_foreign,simgos,patients,id
simgos,registrations,referral_id,registrations_referral_id_foreign,simgos,referrals,id
simgos,rehabilitation_procedure_examination_items,rehabilitation_procedure_examination_id,fk_rpei_examination_id,simgos,rehabilitation_procedure_examinations,id
simgos,rencana_kontrols,dpjp_doctor_id,rencana_kontrols_dpjp_doctor_id_foreign,simgos,doctors,id
simgos,rencana_kontrols,registration_id,rencana_kontrols_registration_id_foreign,simgos,registrations,id
simgos,rencana_kontrols,sep_id,rencana_kontrols_sep_id_foreign,simgos,seps,id
simgos,report_type_items,report_type_id,report_type_items_report_type_id_foreign,simgos,report_types,id
simgos,reservations,patient_id,reservations_patient_id_foreign,simgos,patients,id
simgos,reservations,ward_id,reservations_ward_id_foreign,simgos,wards,id
simgos,risk_factors,identified_by,risk_factors_identified_by_foreign,simgos,employees,id
simgos,risk_factors,visit_id,risk_factors_visit_id_foreign,simgos,visits,id
simgos,role_has_permissions,permission_id,role_has_permissions_permission_id_foreign,simgos,permissions,id
simgos,role_has_permissions,role_id,role_has_permissions_role_id_foreign,simgos,roles,id
simgos,rooms,class_id,rooms_class_id_foreign,simgos,room_classes,id
simgos,rooms,ward_id,rooms_ward_id_foreign,simgos,wards,id
simgos,rujukan_antar_rs,patient_id,rujukan_antar_rs_patient_id_foreign,simgos,patients,id
simgos,sale_items,item_id,sale_items_item_id_foreign,simgos,items,id
simgos,sale_items,sale_id,sale_items_sale_id_foreign,simgos,sales,id
simgos,sale_returns,sale_id,sale_returns_sale_id_foreign,simgos,sales,id
simgos,sales,patient_id,sales_patient_id_foreign,simgos,patients,id
simgos,sales,sold_by,sales_sold_by_foreign,simgos,employees,id
simgos,scanned_documents,patient_id,scanned_documents_patient_id_foreign,simgos,patients,id
simgos,scanned_documents,scanned_by,scanned_documents_scanned_by_foreign,simgos,employees,id
simgos,sep_pengajuans,sep_id,sep_pengajuans_sep_id_foreign,simgos,seps,id
simgos,sep_reconciliation_attempts,sep_id,sep_reconciliation_attempts_sep_id_foreign,simgos,seps,id
simgos,seps,dpjp_doctor_id,seps_dpjp_doctor_id_foreign,simgos,doctors,id
simgos,seps,guarantor_id,seps_guarantor_id_foreign,simgos,guarantors,id
simgos,seps,patient_id,seps_patient_id_foreign,simgos,patients,id
simgos,seps,registration_id,seps_registration_id_foreign,simgos,registrations,id
simgos,service_handovers,received_by,service_handovers_received_by_foreign,simgos,employees,id
simgos,service_handovers,visit_id,service_handovers_visit_id_foreign,simgos,visits,id
simgos,service_handovers,ward_id,service_handovers_ward_id_foreign,simgos,wards,id
simgos,service_tariffs,room_class_id,service_tariffs_room_class_id_foreign,simgos,room_classes,id
simgos,service_tariffs,service_id,service_tariffs_service_id_foreign,simgos,services,id
simgos,services,type_id,services_type_id_foreign,simgos,service_types,id
simgos,shipment_items,item_id,shipment_items_item_id_foreign,simgos,items,id
simgos,shipment_items,shipment_id,shipment_items_shipment_id_foreign,simgos,shipments,id
simgos,shipments,from_ward_id,shipments_from_ward_id_foreign,simgos,wards,id
simgos,shipments,shipped_by,shipments_shipped_by_foreign,simgos,employees,id
simgos,shipments,to_ward_id,shipments_to_ward_id_foreign,simgos,wards,id
simgos,sick_leave_certificates,doctor_id,sick_leave_certificates_doctor_id_foreign,simgos,doctors,id
simgos,sick_leave_certificates,patient_id,sick_leave_certificates_patient_id_foreign,simgos,patients,id
simgos,sick_leave_certificates,visit_id,sick_leave_certificates_visit_id_foreign,simgos,visits,id
simgos,skrinnings,kunjungan_id,skrinnings_kunjungan_id_foreign,simgos,kunjungans,id
simgos,social_conditions,recorded_by,social_conditions_recorded_by_foreign,simgos,employees,id
simgos,social_conditions,visit_id,social_conditions_visit_id_foreign,simgos,visits,id
simgos,spesialistik_submissions,satu_sehat_staging_submission_id,fk_ss_staging_id,simgos,satu_sehat_staging_submissions,id
simgos,spris,dpjp_doctor_id,spris_dpjp_doctor_id_foreign,simgos,doctors,id
simgos,spris,sep_id,spris_sep_id_foreign,simgos,seps,id
simgos,staff_members,employee_id,staff_members_employee_id_foreign,simgos,employees,id
simgos,staff_ward_assignments,staff_member_id,staff_ward_assignments_staff_member_id_foreign,simgos,staff_members,id
simgos,staff_ward_assignments,ward_id,staff_ward_assignments_ward_id_foreign,simgos,wards,id
simgos,stock_opname_items,item_id,stock_opname_items_item_id_foreign,simgos,items,id
simgos,stock_opname_items,stock_opname_id,stock_opname_items_stock_opname_id_foreign,simgos,stock_opnames,id
simgos,stock_opnames,conducted_by,stock_opnames_conducted_by_foreign,simgos,employees,id
simgos,stock_opnames,ward_id,stock_opnames_ward_id_foreign,simgos,wards,id
simgos,stock_request_items,item_id,stock_request_items_item_id_foreign,simgos,items,id
simgos,stock_request_items,stock_request_id,stock_request_items_stock_request_id_foreign,simgos,stock_requests,id
simgos,stock_requests,item_id,stock_requests_item_id_foreign,simgos,items,id
simgos,stock_requests,ward_id,stock_requests_ward_id_foreign,simgos,wards,id
simgos,supporting_documents,claim_file_id,supporting_documents_claim_file_id_foreign,simgos,claim_files,id
simgos,surgeries,diagnosis_id,surgeries_diagnosis_id_foreign,simgos,diagnoses,id
simgos,surgeries,surgeon_id,surgeries_surgeon_id_foreign,simgos,employees,id
simgos,surgeries,visit_id,surgeries_visit_id_foreign,simgos,visits,id
simgos,surgical_procedure_histories,visit_id,surgical_procedure_histories_visit_id_foreign,simgos,visits,id
simgos,surgical_safety_evaluation_results,evaluator_id,surgical_safety_evaluation_results_evaluator_id_foreign,simgos,employees,id
simgos,surgical_safety_evaluation_results,operating_room_id,surgical_safety_evaluation_results_operating_room_id_foreign,simgos,operating_rooms,id
simgos,surgical_safety_evaluation_results,visit_id,surgical_safety_evaluation_results_visit_id_foreign,simgos,visits,id
simgos,tb_disease_histories,visit_id,tb_disease_histories_visit_id_foreign,simgos,visits,id
simgos,tindakans,kunjungan_id,tindakans_kunjungan_id_foreign,simgos,kunjungans,id
simgos,transcranial_doppler_windows,transcranial_doppler_examination_id,fk_tdw_examination_id,simgos,transcranial_doppler_examinations,id
simgos,transfer_medication_reconciliation_items,reconciliation_id,fk_tmri_reconciliation_id,simgos,transfer_medication_reconciliations,id
simgos,transfer_medication_reconciliations,transferred_to_ward_id,fk_tmr_ward_id,simgos,wards,id
simgos,transfer_medication_reconciliations,reconciled_by,transfer_medication_reconciliations_reconciled_by_foreign,simgos,employees,id
simgos,transfer_medication_reconciliations,visit_id,transfer_medication_reconciliations_visit_id_foreign,simgos,visits,id
simgos,treatment_histories,visit_id,treatment_histories_visit_id_foreign,simgos,visits,id
simgos,treatment_protocol_step_drugs,treatment_protocol_step_id,treatment_protocol_step_drugs_treatment_protocol_step_id_foreign,simgos,treatment_protocol_steps,id
simgos,treatment_protocol_steps,treatment_protocol_id,treatment_protocol_steps_treatment_protocol_id_foreign,simgos,treatment_protocols,id
simgos,treatment_protocols,prescribed_by,treatment_protocols_prescribed_by_foreign,simgos,employees,id
simgos,treatment_protocols,visit_id,treatment_protocols_visit_id_foreign,simgos,visits,id
simgos,triages,assessed_by,triages_assessed_by_foreign,simgos,employees,id
simgos,triages,visit_id,triages_visit_id_foreign,simgos,visits,id
simgos,tumor_assessments,assessed_by,tumor_assessments_assessed_by_foreign,simgos,employees,id
simgos,tumor_assessments,diagnosis_id,tumor_assessments_diagnosis_id_foreign,simgos,diagnoses,id
simgos,tumor_assessments,visit_id,tumor_assessments_visit_id_foreign,simgos,visits,id
simgos,ultrasound_guided_procedures,doctor_id,ultrasound_guided_procedures_doctor_id_foreign,simgos,doctors,id
simgos,ultrasound_guided_procedures,patient_id,ultrasound_guided_procedures_patient_id_foreign,simgos,patients,id
simgos,ultrasound_guided_procedures,visit_id,ultrasound_guided_procedures_visit_id_foreign,simgos,visits,id
simgos,video_attachments,patient_id,video_attachments_patient_id_foreign,simgos,patients,id
simgos,video_attachments,visit_id,video_attachments_visit_id_foreign,simgos,visits,id
simgos,visit_cancellations,visit_id,visit_cancellations_visit_id_foreign,simgos,visits,id
simgos,visit_date_changes,visit_id,visit_date_changes_visit_id_foreign,simgos,visits,id
simgos,visits,attending_physician_id,visits_attending_physician_id_foreign,simgos,employees,id
simgos,visits,bed_id,visits_bed_id_foreign,simgos,beds,id
simgos,visits,deposit_class_id,visits_deposit_class_id_foreign,simgos,room_classes,id
simgos,visits,registration_id,visits_registration_id_foreign,simgos,registrations,id
simgos,visits,ward_id,visits_ward_id_foreign,simgos,wards,id
simgos,vital_signs,recorded_by,vital_signs_recorded_by_foreign,simgos,employees,id
simgos,vital_signs,visit_id,vital_signs_visit_id_foreign,simgos,visits,id
simgos,ward_class_assignments,room_class_id,ward_class_assignments_room_class_id_foreign,simgos,room_classes,id
simgos,ward_class_assignments,ward_id,ward_class_assignments_ward_id_foreign,simgos,wards,id
simgos,ward_item_stocks,item_id,ward_item_stocks_item_id_foreign,simgos,items,id
simgos,ward_item_stocks,ward_id,ward_item_stocks_ward_id_foreign,simgos,wards,id
simgos,ward_queues,visit_id,ward_queues_visit_id_foreign,simgos,visits,id
simgos,ward_queues,ward_id,ward_queues_ward_id_foreign,simgos,wards,id
simgos,ward_services,service_id,ward_services_service_id_foreign,simgos,services,id
simgos,ward_services,ward_id,ward_services_ward_id_foreign,simgos,wards,id
simgos,ward_stock_transactions,item_id,ward_stock_transactions_item_id_foreign,simgos,items,id
simgos,ward_stock_transactions,ward_id,ward_stock_transactions_ward_id_foreign,simgos,wards,id
simgos,ward_transfer_routes,from_ward_id,ward_transfer_routes_from_ward_id_foreign,simgos,wards,id
simgos,ward_transfer_routes,to_ward_id,ward_transfer_routes_to_ward_id_foreign,simgos,wards,id
simgos,wards,type_id,wards_type_id_foreign,simgos,ward_types,id
simgos,wards,visit_type_id,wards_visit_type_id_foreign,simgos,ward_visit_types,id
