nama_schema,nama_tabel,nama_kolom,nama_relasi,schema_tujuan,tabel_tujuan,kolom_tujuan
simgos,claim_files,sep_id,claim_files_sep_id_foreign,simgos,seps,id
simgos,claim_files,visit_id,claim_files_visit_id_foreign,simgos,visits,id
simgos,claim_invoices,guarantor_id,claim_invoices_guarantor_id_foreign,simgos,guarantors,id
simgos,claim_invoices,invoice_id,claim_invoices_invoice_id_foreign,simgos,invoices,id
simgos,clinical_lab_claim_items,clinical_lab_claim_id,clinical_lab_claim_items_clinical_lab_claim_id_foreign,simgos,clinical_lab_claims,id
simgos,clinical_lab_claims,claim_file_id,clinical_lab_claims_claim_file_id_foreign,simgos,claim_files,id
simgos,clinical_lab_claims,order_id,clinical_lab_claims_order_id_foreign,simgos,lab_orders,id
simgos,clinical_note_co_managements,author_id,clinical_note_co_managements_author_id_foreign,simgos,employees,id
simgos,clinical_note_co_managements,clinical_note_id,clinical_note_co_managements_clinical_note_id_foreign,simgos,clinical_notes,id
simgos,clinical_note_co_managements,medical_department_id,clinical_note_co_managements_medical_department_id_foreign,simgos,medical_departments,id
simgos,clinical_note_verifications,clinical_note_id,clinical_note_verifications_clinical_note_id_foreign,simgos,clinical_notes,id
simgos,clinical_note_verifications,verifier_doctor_id,clinical_note_verifications_verifier_doctor_id_foreign,simgos,doctors,id
simgos,clinical_notes,author_id,clinical_notes_author_id_foreign,simgos,employees,id
simgos,clinical_notes,visit_id,clinical_notes_visit_id_foreign,simgos,visits,id
simgos,co_managements,employee_id,co_managements_employee_id_foreign,simgos,employees,id
simgos,co_managements,visit_id,co_managements_visit_id_foreign,simgos,visits,id
simgos,consultation_answers,answered_by,consultation_answers_answered_by_foreign,simgos,employees,id
simgos,consultation_answers,consultation_id,consultation_answers_consultation_id_foreign,simgos,consultations,id
simgos,consultation_rooms,ward_id,consultation_rooms_ward_id_foreign,simgos,wards,id
simgos,consultations,consulted_department_id,consultations_consulted_department_id_foreign,simgos,medical_departments,id
simgos,consultations,requesting_department_id,consultations_requesting_department_id_foreign,simgos,medical_departments,id
simgos,consultations,visit_id,consultations_visit_id_foreign,simgos,visits,id
simgos,control_schedules,medical_department_id,control_schedules_medical_department_id_foreign,simgos,medical_departments,id
simgos,control_schedules,patient_id,control_schedules_patient_id_foreign,simgos,patients,id
simgos,control_schedules,scheduled_by,control_schedules_scheduled_by_foreign,simgos,employees,id
simgos,control_schedules,visit_id,control_schedules_visit_id_foreign,simgos,visits,id
simgos,corporate_receivable_settlements,corporate_receivable_id,corporate_receivable_settlements_corporate_receivable_id_foreign,simgos,corporate_receivables,id
simgos,corporate_receivables,guarantor_id,corporate_receivables_guarantor_id_foreign,simgos,guarantors,id
simgos,corporate_receivables,invoice_id,corporate_receivables_invoice_id_foreign,simgos,invoices,id
simgos,cough_assessments,assessed_by,cough_assessments_assessed_by_foreign,simgos,employees,id
simgos,cough_assessments,visit_id,cough_assessments_visit_id_foreign,simgos,visits,id
simgos,critical_lab_values,lab_order_id,critical_lab_values_lab_order_id_foreign,simgos,lab_orders,id
simgos,deposit_refunds,deposit_id,deposit_refunds_deposit_id_foreign,simgos,deposits,id
simgos,deposits,visit_id,deposits_visit_id_foreign,simgos,visits,id
simgos,diagnoses,visit_id,diagnoses_visit_id_foreign,simgos,visits,id
simgos,differential_diagnoses,recorded_by,differential_diagnoses_recorded_by_foreign,simgos,employees,id
simgos,differential_diagnoses,visit_id,differential_diagnoses_visit_id_foreign,simgos,visits,id
simgos,discharge_medication_reconciliation_items,reconciliation_id,fk_dmri_reconciliation_id,simgos,discharge_medication_reconciliations,id
simgos,discharge_medication_reconciliations,reconciled_by,discharge_medication_reconciliations_reconciled_by_foreign,simgos,employees,id
simgos,discharge_medication_reconciliations,visit_id,discharge_medication_reconciliations_visit_id_foreign,simgos,visits,id
simgos,discharge_planning_risk_factors,assessed_by,discharge_planning_risk_factors_assessed_by_foreign,simgos,employees,id
simgos,discharge_planning_risk_factors,visit_id,discharge_planning_risk_factors_visit_id_foreign,simgos,visits,id
simgos,discharge_planning_screenings,screened_by,discharge_planning_screenings_screened_by_foreign,simgos,employees,id
